Codice Ripartizione geografica,Codice Regione,Codice Provincia/Uts,Codice Comune,Comune,Targa,Capoluogo di Provincia/Uts,Capoluogo di Regione,Superficie (Kmq),Anno,Popolazione
1,1,6,6105,Montecastello,AL,False,False,7.4868,2023,277
1,1,6,6106,Montechiaro d'Acqui,AL,False,False,17.5981,2023,507
1,1,6,6107,Montegioco,AL,False,False,5.4513,2023,271
1,1,6,6108,Montemarzino,AL,False,False,9.8515,2023,307
1,1,6,6109,Morano sul Po,AL,False,False,17.709,2023,1272
1,1,6,6110,Morbello,AL,False,False,23.9524,2023,396
1,1,6,6111,Mornese,AL,False,False,13.2196,2023,678
1,1,6,6112,Morsasco,AL,False,False,10.2943,2023,605
1,1,6,6113,Murisengo,AL,False,False,15.3099,2023,1271
1,1,6,6114,Novi Ligure,AL,False,False,55.1949,2023,27313
1,1,6,6115,Occimiano,AL,False,False,22.4629,2023,1213
1,1,6,6116,Odalengo Grande,AL,False,False,15.546,2023,406
1,1,6,6117,Odalengo Piccolo,AL,False,False,7.5707,2023,227
1,1,6,6118,Olivola,AL,False,False,2.6908,2023,109
1,1,6,6119,Orsara Bormida,AL,False,False,5.0996,2023,388
1,1,6,6120,Ottiglio,AL,False,False,14.5434,2023,563
1,1,6,6121,Ovada,AL,False,False,35.3721,2023,10816
1,1,6,6122,Oviglio,AL,False,False,27.3668,2023,1213
1,1,6,6123,Ozzano Monferrato,AL,False,False,15.1836,2023,1352
1,1,6,6124,Paderna,AL,False,False,4.4198,2023,186
1,1,6,6125,Pareto,AL,False,False,41.7377,2023,510
1,1,6,6126,Parodi Ligure,AL,False,False,12.5365,2023,589
1,1,6,6127,Pasturana,AL,False,False,5.2811,2023,1264
1,1,6,6128,Pecetto di Valenza,AL,False,False,11.3546,2023,1164
1,1,6,6129,Pietra Marazzi,AL,False,False,7.9973,2023,878
1,1,6,6131,Pomaro Monferrato,AL,False,False,13.4426,2023,304
1,1,6,6132,Pontecurone,AL,False,False,29.7043,2023,3479
1,1,6,6133,Pontestura,AL,False,False,18.9178,2023,1324
1,1,6,6134,Ponti,AL,False,False,11.9675,2023,495
1,1,6,6135,Ponzano Monferrato,AL,False,False,11.6498,2023,324
1,1,6,6136,Ponzone,AL,False,False,69.0285,2023,982
1,1,6,6137,Pozzol Groppo,AL,False,False,14.0867,2023,295
1,1,6,6138,Pozzolo Formigaro,AL,False,False,36.1764,2023,4519
1,1,6,6139,Prasco,AL,False,False,5.9723,2023,495
1,1,6,6140,Predosa,AL,False,False,33.0071,2023,1907
1,1,6,6141,Quargnento,AL,False,False,36.1646,2023,1334
1,1,6,6142,Quattordio,AL,False,False,17.7334,2023,1462
1,1,6,6143,Ricaldone,AL,False,False,10.515,2023,607
1,1,6,6144,Rivalta Bormida,AL,False,False,10.0518,2023,1366
1,1,6,6145,Rivarone,AL,False,False,6.0734,2023,395
1,1,6,6146,Roccaforte Ligure,AL,False,False,20.5892,2023,117
1,1,6,6147,Rocca Grimalda,AL,False,False,15.4613,2023,1401
1,1,6,6148,Rocchetta Ligure,AL,False,False,10.1543,2023,220
1,1,6,6149,Rosignano Monferrato,AL,False,False,19.2796,2023,1425
1,1,6,6150,Sala Monferrato,AL,False,False,7.5754,2023,331
1,1,6,6151,Sale,AL,False,False,44.915,2023,3842
1,1,6,6152,San Cristoforo,AL,False,False,3.5707,2023,519
1,1,6,6153,San Giorgio Monferrato,AL,False,False,7.1153,2023,1221
1,1,6,6154,San Salvatore Monferrato,AL,False,False,31.6916,2023,4017
1,1,6,6155,San Sebastiano Curone,AL,False,False,3.8925,2023,550
1,1,6,6156,Sant'Agata Fossili,AL,False,False,7.7063,2023,364
1,1,6,6157,Sardigliano,AL,False,False,12.743,2023,374
1,1,6,6158,Sarezzano,AL,False,False,13.8531,2023,1098
1,1,6,6159,Serralunga di Crea,AL,False,False,8.8425,2023,496
1,1,6,6160,Serravalle Scrivia,AL,False,False,15.9473,2023,5890
1,1,6,6161,Sezzadio,AL,False,False,34.3196,2023,1174
1,1,6,6162,Silvano d'Orba,AL,False,False,12.168,2023,1890
1,1,6,6163,Solero,AL,False,False,22.5538,2023,1598
1,1,6,6164,Solonghello,AL,False,False,4.9533,2023,195
1,1,6,6165,Spigno Monferrato,AL,False,False,54.8539,2023,903
1,1,6,6166,Spineto Scrivia,AL,False,False,3.9541,2023,371
1,1,6,6167,Stazzano,AL,False,False,17.9146,2023,2282
1,1,6,6168,Strevi,AL,False,False,15.2889,2023,1956
1,1,6,6169,Tagliolo Monferrato,AL,False,False,26.2113,2023,1478
1,1,6,6170,Tassarolo,AL,False,False,7.035,2023,581
1,1,6,6171,Terruggia,AL,False,False,7.266,2023,881
1,1,6,6172,Terzo,AL,False,False,8.7959,2023,821
1,1,6,6173,Ticineto,AL,False,False,8.1813,2023,1314
1,1,6,6174,Tortona,AL,False,False,98.8665,2023,26436
1,1,6,6175,Treville,AL,False,False,4.6032,2023,267
1,1,6,6176,Trisobbio,AL,False,False,9.2193,2023,647
1,1,6,6177,Valenza,AL,False,False,48.4945,2023,18084
1,1,6,6178,Valmacca,AL,False,False,12.2936,2023,976
1,1,6,6179,Vignale Monferrato,AL,False,False,18.7257,2023,952
1,1,6,6180,Vignole Borbera,AL,False,False,8.6455,2023,2038
1,1,6,6181,Viguzzolo,AL,False,False,18.3072,2023,3068
1,1,6,6182,Villadeati,AL,False,False,14.4926,2023,484
1,1,6,6183,Villalvernia,AL,False,False,4.4416,2023,858
1,1,6,6184,Villamiroglio,AL,False,False,9.8686,2023,292
1,1,6,6185,Villanova Monferrato,AL,False,False,16.5563,2023,1714
1,1,6,6186,Villaromagnano,AL,False,False,6.0672,2023,655
1,1,6,6187,Visone,AL,False,False,12.5616,2023,1180
1,1,6,6188,Volpedo,AL,False,False,10.4833,2023,1137
1,1,6,6189,Volpeglino,AL,False,False,3.2458,2023,127
1,1,6,6190,Voltaggio,AL,False,False,52.1828,2023,652
1,1,6,6191,Cassano Spinola,AL,False,False,17.159,2023,1793
1,1,6,6192,Alluvioni Piovera,AL,False,False,24.7844,2023,1602
1,1,6,6193,Lu e Cuccaro Monferrato,AL,False,False,27.0951,2023,1296
1,2,7,7001,Allein,AO,False,False,7.964,2023,209
1,2,7,7002,Antey-Saint-André,AO,False,False,11.8126,2023,565
1,2,7,7003,Aosta,AO,True,True,21.3922,2023,33098
1,2,7,7004,Arnad,AO,False,False,28.8405,2023,1232
1,2,7,7005,Arvier,AO,False,False,33.3596,2023,806
1,2,7,7006,Avise,AO,False,False,52.6166,2023,303
1,2,7,7007,Ayas,AO,False,False,129.4208,2023,1369
1,2,7,7008,Aymavilles,AO,False,False,53.2435,2023,2096
1,2,7,7009,Bard,AO,False,False,3.0315,2023,102
1,2,7,7010,Bionaz,AO,False,False,142.0904,2023,222
1,2,7,7011,Brissogne,AO,False,False,25.5436,2023,953
1,2,7,7012,Brusson,AO,False,False,55.2569,2023,814
1,2,7,7013,Challand-Saint-Anselme,AO,False,False,27.9864,2023,740
1,2,7,7014,Challand-Saint-Victor,AO,False,False,25.1589,2023,546
1,2,7,7015,Chambave,AO,False,False,21.5416,2023,869
1,2,7,7016,Chamois,AO,False,False,14.5283,2023,108
1,2,7,7017,Champdepraz,AO,False,False,48.7924,2023,726
1,2,7,7018,Champorcher,AO,False,False,68.4323,2023,369
1,2,7,7019,Charvensod,AO,False,False,25.8619,2023,2423
1,2,7,7020,Châtillon,AO,False,False,39.6811,2023,4346
1,2,7,7021,Cogne,AO,False,False,213.0366,2023,1310
1,2,7,7022,Courmayeur,AO,False,False,209.6058,2023,2602
1,2,7,7023,Donnas,AO,False,False,33.9756,2023,2391
1,2,7,7024,Doues,AO,False,False,16.2542,2023,505
1,2,7,7025,Emarèse,AO,False,False,10.233,2023,225
1,2,7,7026,Etroubles,AO,False,False,39.5692,2023,481
1,2,7,7027,Fénis,AO,False,False,68.1198,2023,1769
1,2,7,7028,Fontainemore,AO,False,False,31.7086,2023,432
1,2,7,7029,Gaby,AO,False,False,32.8795,2023,418
1,2,7,7030,Gignod,AO,False,False,25.9833,2023,1687
1,2,7,7031,Gressan,AO,False,False,25.2939,2023,3375
1,2,7,7032,Gressoney-La-Trinité,AO,False,False,66.5155,2023,320
1,2,7,7033,Gressoney-Saint-Jean,AO,False,False,69.6469,2023,760
1,2,7,7034,Hône,AO,False,False,12.6384,2023,1159
1,2,7,7035,Introd,AO,False,False,20.0381,2023,653
1,2,7,7036,Issime,AO,False,False,34.6742,2023,381
1,2,7,7037,Issogne,AO,False,False,23.584,2023,1290
1,2,7,7038,Jovençan,AO,False,False,7.012,2023,714
1,2,7,7039,La Magdeleine,AO,False,False,8.9366,2023,99
1,2,7,7040,La Salle,AO,False,False,83.9427,2023,2032
1,2,7,7041,La Thuile,AO,False,False,125.6666,2023,776
1,2,7,7042,Lillianes,AO,False,False,18.5455,2023,412
1,2,7,7043,Montjovet,AO,False,False,18.7597,2023,1748
1,2,7,7044,Morgex,AO,False,False,43.6277,2023,2057
1,2,7,7045,Nus,AO,False,False,57.3588,2023,2950
1,2,7,7046,Ollomont,AO,False,False,53.4824,2023,165
1,2,7,7047,Oyace,AO,False,False,30.5598,2023,202
1,2,7,7048,Perloz,AO,False,False,23.2661,2023,451
1,2,7,7049,Pollein,AO,False,False,15.3265,2023,1501
1,2,7,7050,Pontboset,AO,False,False,33.5584,2023,170
1,2,7,7051,Pontey,AO,False,False,15.7533,2023,778
1,2,7,7052,Pont-Saint-Martin,AO,False,False,6.9217,2023,3541
1,2,7,7053,Pré-Saint-Didier,AO,False,False,33.4019,2023,955
1,2,7,7054,Quart,AO,False,False,62.0249,2023,4127
1,2,7,7055,Rhêmes-Notre-Dame,AO,False,False,86.8333,2023,76
1,2,7,7056,Rhêmes-Saint-Georges,AO,False,False,36.3385,2023,163
1,2,7,7057,Roisan,AO,False,False,14.641,2023,1014
1,2,7,7058,Saint-Christophe,AO,False,False,14.7362,2023,3468
1,2,7,7059,Saint-Denis,AO,False,False,11.3871,2023,368
1,2,7,7060,Saint-Marcel,AO,False,False,42.3775,2023,1331
1,2,7,7061,Saint-Nicolas,AO,False,False,15.4576,2023,334
1,2,7,7062,Saint-Oyen,AO,False,False,9.4206,2023,194
1,2,7,7063,Saint-Pierre,AO,False,False,26.1772,2023,3292
1,2,7,7064,Saint-Rhémy-en-Bosses,AO,False,False,64.877,2023,331
1,2,7,7065,Saint-Vincent,AO,False,False,20.5722,2023,4456
1,2,7,7066,Sarre,AO,False,False,28.2904,2023,4787
1,2,7,7067,Torgnon,AO,False,False,42.4583,2023,557
1,2,7,7068,Valgrisenche,AO,False,False,113.4757,2023,186
1,2,7,7069,Valpelline,AO,False,False,31.4468,2023,588
1,2,7,7070,Valsavarenche,AO,False,False,138.2072,2023,154
1,2,7,7071,Valtournenche,AO,False,False,116.1501,2023,2179
1,2,7,7072,Verrayes,AO,False,False,22.3547,2023,1283
1,2,7,7073,Verrès,AO,False,False,8.387,2023,2508
1,2,7,7074,Villeneuve,AO,False,False,8.7979,2023,1276
1,7,8,8001,Airole,IM,False,False,14.6268,2023,359
1,7,8,8002,Apricale,IM,False,False,19.9364,2023,611
1,7,8,8003,Aquila d'Arroscia,IM,False,False,10.0601,2023,138
1,7,8,8004,Armo,IM,False,False,10.0925,2023,120
1,7,8,8005,Aurigo,IM,False,False,9.1429,2023,328
1,7,8,8006,Badalucco,IM,False,False,16.1378,2023,1075
1,7,8,8007,Bajardo,IM,False,False,24.3196,2023,378
1,7,8,8008,Bordighera,IM,False,False,10.6993,2023,10213
1,7,8,8009,Borghetto d'Arroscia,IM,False,False,25.9386,2023,403
1,7,8,8010,Borgomaro,IM,False,False,23.4357,2023,814
1,7,8,8011,Camporosso,IM,False,False,17.9485,2023,5611
1,7,8,8012,Caravonica,IM,False,False,4.4708,2023,244
1,7,8,8014,Castellaro,IM,False,False,7.8606,2023,1268
1,7,8,8015,Castel Vittorio,IM,False,False,25.9282,2023,248
1,7,8,8016,Ceriana,IM,False,False,31.7925,2023,1078
1,7,8,8017,Cervo,IM,False,False,3.5948,2023,1076
1,7,8,8018,Cesio,IM,False,False,8.857,2023,257
1,7,8,8019,Chiusanico,IM,False,False,13.5069,2023,599
1,7,8,8020,Chiusavecchia,IM,False,False,4.0917,2023,510
1,7,8,8021,Cipressa,IM,False,False,9.3931,2023,1203
1,7,8,8022,Civezza,IM,False,False,3.88,2023,630
1,7,8,8023,Cosio d'Arroscia,IM,False,False,40.5547,2023,173
1,7,8,8024,Costarainera,IM,False,False,2.5196,2023,783
1,7,8,8025,Diano Arentino,IM,False,False,8.3343,2023,693
1,7,8,8026,Diano Castello,IM,False,False,6.1124,2023,2236
1,7,8,8027,Diano Marina,IM,False,False,6.6615,2023,5552
1,7,8,8028,Diano San Pietro,IM,False,False,11.9131,2023,1094
1,7,8,8029,Dolceacqua,IM,False,False,20.2846,2023,2155
1,7,8,8030,Dolcedo,IM,False,False,19.7953,2023,1267
1,7,8,8031,Imperia,IM,True,False,45.4686,2023,42490
1,7,8,8032,Isolabona,IM,False,False,12.3465,2023,675
1,7,8,8033,Lucinasco,IM,False,False,7.8969,2023,308
1,7,8,8034,Mendatica,IM,False,False,30.6911,2023,161
1,7,8,8035,Molini di Triora,IM,False,False,58.0473,2023,647
1,7,8,8037,Montegrosso Pian Latte,IM,False,False,10.0261,2023,111
1,7,8,8038,Olivetta San Michele,IM,False,False,13.8375,2023,190
1,7,8,8039,Ospedaletti,IM,False,False,5.4996,2023,3167
1,7,8,8040,Perinaldo,IM,False,False,20.2994,2023,805
1,7,8,8041,Pietrabruna,IM,False,False,10.2246,2023,414
1,7,8,8042,Pieve di Teco,IM,False,False,40.5053,2023,1309
1,7,8,8043,Pigna,IM,False,False,53.2305,2023,739
1,7,8,8044,Pompeiana,IM,False,False,5.3803,2023,849
1,7,8,8045,Pontedassio,IM,False,False,13.3126,2023,2343
1,7,8,8046,Pornassio,IM,False,False,27.2113,2023,569
1,7,8,8047,Prelà,IM,False,False,14.8027,2023,482
1,7,8,8048,Ranzo,IM,False,False,10.8563,2023,562
1,7,8,8049,Rezzo,IM,False,False,37.3675,2023,310
1,7,8,8050,Riva Ligure,IM,False,False,2.0729,2023,2780
1,7,8,8051,Rocchetta Nervina,IM,False,False,15.2848,2023,284
1,7,8,8052,San Bartolomeo al Mare,IM,False,False,10.88,2023,2958
1,7,8,8053,San Biagio della Cima,IM,False,False,4.3071,2023,1237
1,7,8,8054,San Lorenzo al Mare,IM,False,False,1.3475,2023,1209
1,7,8,8055,Sanremo,IM,False,False,56.0067,2023,52992
1,7,8,8056,Santo Stefano al Mare,IM,False,False,2.7084,2023,2006
1,7,8,8057,Seborga,IM,False,False,4.8705,2023,278
1,7,8,8058,Soldano,IM,False,False,3.466,2023,975
1,7,8,8059,Taggia,IM,False,False,31.3633,2023,13729
1,7,8,8060,Terzorio,IM,False,False,1.9254,2023,220
1,7,8,8061,Triora,IM,False,False,67.6059,2023,400
1,7,8,8062,Vallebona,IM,False,False,5.8807,2023,1210
1,7,8,8063,Vallecrosia,IM,False,False,3.7219,2023,6776
1,7,8,8064,Vasia,IM,False,False,11.1512,2023,345
1,7,8,8065,Ventimiglia,IM,False,False,53.8308,2023,22934
1,7,8,8066,Vessalico,IM,False,False,10.4645,2023,255
1,7,8,8067,Villa Faraldi,IM,False,False,9.5156,2023,447
1,7,8,8068,Montalto Carpasio,IM,False,False,29.9658,2023,518
1,7,9,9001,Alassio,SV,False,False,17.2553,2023,10051
1,7,9,9002,Albenga,SV,False,False,36.5893,2023,23575
1,7,9,9003,Albissola Marina,SV,False,False,3.2457,2023,5153
1,7,9,9004,Albisola Superiore,SV,False,False,28.6771,2023,9597
1,7,9,9005,Altare,SV,False,False,11.2964,2023,1920
1,7,9,9006,Andora,SV,False,False,31.8219,2023,7262
1,7,9,9007,Arnasco,SV,False,False,6.093,2023,554
1,7,9,9008,Balestrino,SV,False,False,11.2733,2023,526
1,7,9,9009,Bardineto,SV,False,False,29.7933,2023,752
1,7,9,9010,Bergeggi,SV,False,False,3.6898,2023,1046
1,7,9,9011,Boissano,SV,False,False,8.3521,2023,2529
1,7,9,9012,Borghetto Santo Spirito,SV,False,False,5.4033,2023,4603
1,7,9,9013,Borgio Verezzi,SV,False,False,2.7664,2023,2098
1,7,9,9014,Bormida,SV,False,False,22.4709,2023,327
1,7,9,9015,Cairo Montenotte,SV,False,False,100.4025,2023,12767
1,7,9,9016,Calice Ligure,SV,False,False,20.6033,2023,1697
1,7,9,9017,Calizzano,SV,False,False,62.7437,2023,1434
1,7,9,9018,Carcare,SV,False,False,10.4004,2023,5291
1,7,9,9019,Casanova Lerrone,SV,False,False,24.2297,2023,740
1,7,9,9020,Castelbianco,SV,False,False,14.7043,2023,324
1,7,9,9021,Castelvecchio di Rocca Barbena,SV,False,False,16.1434,2023,127
1,7,9,9022,Celle Ligure,SV,False,False,9.5613,2023,4817
1,7,9,9023,Cengio,SV,False,False,18.9616,2023,3325
1,7,9,9024,Ceriale,SV,False,False,11.1526,2023,5345
1,7,9,9025,Cisano sul Neva,SV,False,False,12.2726,2023,2132
1,7,9,9026,Cosseria,SV,False,False,12.4066,2023,1037
1,7,9,9027,Dego,SV,False,False,66.8144,2023,1794
1,7,9,9028,Erli,SV,False,False,16.7297,2023,219
1,7,9,9029,Finale Ligure,SV,False,False,35.5308,2023,11046
1,7,9,9030,Garlenda,SV,False,False,8.0552,2023,1371
1,7,9,9031,Giustenice,SV,False,False,17.2237,2023,1013
1,7,9,9032,Giusvalla,SV,False,False,19.7021,2023,396
1,7,9,9033,Laigueglia,SV,False,False,2.7741,2023,1698
1,7,9,9034,Loano,SV,False,False,13.5303,2023,10749
1,7,9,9035,Magliolo,SV,False,False,19.5718,2023,968
1,7,9,9036,Mallare,SV,False,False,31.7301,2023,1065
1,7,9,9037,Massimino,SV,False,False,7.8506,2023,104
1,7,9,9038,Millesimo,SV,False,False,15.9576,2023,3257
1,7,9,9039,Mioglia,SV,False,False,19.2984,2023,509
1,7,9,9040,Murialdo,SV,False,False,39.2211,2023,729
1,7,9,9041,Nasino,SV,False,False,22.1768,2023,163
1,7,9,9042,Noli,SV,False,False,9.6682,2023,2450
1,7,9,9043,Onzo,SV,False,False,8.2263,2023,218
1,7,9,9044,Orco Feglino,SV,False,False,17.313,2023,917
1,7,9,9045,Ortovero,SV,False,False,9.6586,2023,1698
1,7,9,9046,Osiglia,SV,False,False,28.1736,2023,434
1,7,9,9047,Pallare,SV,False,False,21.3321,2023,852
1,7,9,9048,Piana Crixia,SV,False,False,30.4449,2023,732
1,7,9,9049,Pietra Ligure,SV,False,False,9.8442,2023,8284
1,7,9,9050,Plodio,SV,False,False,8.6454,2023,624
1,7,9,9051,Pontinvrea,SV,False,False,24.9456,2023,797
1,7,9,9052,Quiliano,SV,False,False,49.9355,2023,6858
1,7,9,9053,Rialto,SV,False,False,19.5972,2023,533
1,7,9,9054,Roccavignale,SV,False,False,17.7066,2023,749
1,7,9,9055,Sassello,SV,False,False,100.6552,2023,1687
1,7,9,9056,Savona,SV,True,False,65.374,2023,58674
1,7,9,9057,Spotorno,SV,False,False,8.0195,2023,3397
1,7,9,9058,Stella,SV,False,False,43.6807,2023,2967
1,7,9,9059,Stellanello,SV,False,False,17.7756,2023,848
1,7,9,9060,Testico,SV,False,False,10.2868,2023,184
1,7,9,9061,Toirano,SV,False,False,18.9652,2023,2715
1,7,9,9062,Tovo San Giacomo,SV,False,False,9.4467,2023,2526
1,7,9,9063,Urbe,SV,False,False,31.1688,2023,648
1,7,9,9064,Vado Ligure,SV,False,False,23.8939,2023,7997
1,7,9,9065,Varazze,SV,False,False,48.0095,2023,12523
1,7,9,9066,Vendone,SV,False,False,9.915,2023,340
1,7,9,9067,Vezzi Portio,SV,False,False,8.7619,2023,788
1,7,9,9068,Villanova d'Albenga,SV,False,False,15.8677,2023,2787
1,7,9,9069,Zuccarello,SV,False,False,10.807,2023,284
1,7,210,10001,Arenzano,GE,False,False,24.305,2023,11150
1,7,210,10002,Avegno,GE,False,False,10.9316,2023,2558
1,7,210,10003,Bargagli,GE,False,False,16.2765,2023,2522
1,7,210,10004,Bogliasco,GE,False,False,4.4232,2023,4342
1,7,210,10005,Borzonasca,GE,False,False,80.5133,2023,1811
1,7,210,10006,Busalla,GE,False,False,17.1058,2023,5082
1,7,210,10007,Camogli,GE,False,False,10.0076,2023,4930
1,7,210,10008,Campo Ligure,GE,False,False,23.7401,2023,2822
1,7,210,10009,Campomorone,GE,False,False,25.9074,2023,6463
1,7,210,10010,Carasco,GE,False,False,8.4612,2023,3736
1,7,210,10011,Casarza Ligure,GE,False,False,27.8218,2023,6732
1,7,210,10012,Casella,GE,False,False,8.0657,2023,3065
1,7,210,10013,Castiglione Chiavarese,GE,False,False,29.7496,2023,1565
1,7,210,10014,Ceranesi,GE,False,False,30.6931,2023,3588
1,7,210,10015,Chiavari,GE,False,False,12.2802,2023,27398
1,7,210,10016,Cicagna,GE,False,False,11.2878,2023,2251
1,7,210,10017,Cogoleto,GE,False,False,20.723,2023,8408
1,7,210,10018,Cogorno,GE,False,False,9.0873,2023,5701
1,7,210,10019,Coreglia Ligure,GE,False,False,8.0024,2023,255
1,7,210,10020,Crocefieschi,GE,False,False,11.7248,2023,534
1,7,210,10021,Davagna,GE,False,False,20.5251,2023,1824
1,7,210,10022,Fascia,GE,False,False,11.2541,2023,67
1,7,210,10023,Favale di Malvaro,GE,False,False,16.6164,2023,427
1,7,210,10024,Fontanigorda,GE,False,False,16.1628,2023,223
1,7,210,10025,Genova,GE,True,True,240.6542,2023,562422
1,7,210,10026,Gorreto,GE,False,False,18.8758,2023,92
1,7,210,10027,Isola del Cantone,GE,False,False,47.9667,2023,1390
1,7,210,10028,Lavagna,GE,False,False,13.8679,2023,12342
1,7,210,10029,Leivi,GE,False,False,9.7098,2023,2439
1,7,210,10030,Lorsica,GE,False,False,17.7183,2023,394
1,7,210,10031,Lumarzo,GE,False,False,25.5078,2023,1418
1,7,210,10032,Masone,GE,False,False,29.4412,2023,3310
1,7,210,10033,Mele,GE,False,False,16.9336,2023,2522
1,7,210,10034,Mezzanego,GE,False,False,28.6496,2023,1533
1,7,210,10035,Mignanego,GE,False,False,16.2723,2023,3538
1,7,210,10036,Moconesi,GE,False,False,16.3085,2023,2404
1,7,210,10037,Moneglia,GE,False,False,15.6111,2023,2514
1,7,210,10038,Montebruno,GE,False,False,17.6787,2023,201
1,7,210,10039,Montoggio,GE,False,False,47.7246,2023,2003
1,7,210,10040,Ne,GE,False,False,63.5213,2023,2123
1,7,210,10041,Neirone,GE,False,False,30.2561,2023,885
1,7,210,10042,Orero,GE,False,False,15.9885,2023,489
1,7,210,10043,Pieve Ligure,GE,False,False,3.5565,2023,2401
1,7,210,10044,Portofino,GE,False,False,2.531,2023,358
1,7,210,10045,Propata,GE,False,False,16.931,2023,113
1,7,210,10046,Rapallo,GE,False,False,33.6304,2023,29455
1,7,210,10047,Recco,GE,False,False,9.7864,2023,9345
1,7,210,10048,Rezzoaglio,GE,False,False,104.7191,2023,860
1,7,210,10049,Ronco Scrivia,GE,False,False,30.1114,2023,4177
1,7,210,10050,Rondanina,GE,False,False,12.8079,2023,59
1,7,210,10051,Rossiglione,GE,False,False,47.5928,2023,2509
1,7,210,10052,Rovegno,GE,False,False,44.0858,2023,466
1,7,210,10053,San Colombano Certenoli,GE,False,False,41.5747,2023,2666
1,7,210,10054,Santa Margherita Ligure,GE,False,False,10.0549,2023,8437
1,7,210,10055,Sant'Olcese,GE,False,False,21.9016,2023,5568
1,7,210,10056,Santo Stefano d'Aveto,GE,False,False,54.7734,2023,983
1,7,210,10057,Savignone,GE,False,False,21.7,2023,2997
1,7,210,10058,Serra Riccò,GE,False,False,26.2065,2023,7581
1,7,210,10059,Sestri Levante,GE,False,False,33.6243,2023,17269
1,7,210,10060,Sori,GE,False,False,13.0661,2023,3983
1,7,210,10061,Tiglieto,GE,False,False,24.537,2023,451
1,7,210,10062,Torriglia,GE,False,False,60.0146,2023,2241
1,7,210,10063,Tribogna,GE,False,False,7.0783,2023,584
1,7,210,10064,Uscio,GE,False,False,9.6332,2023,2140
1,7,210,10065,Valbrevenna,GE,False,False,34.6707,2023,751
1,7,210,10066,Vobbia,GE,False,False,33.4256,2023,377
1,7,210,10067,Zoagli,GE,False,False,7.7878,2023,2384
1,7,11,11001,Ameglia,SP,False,False,14.1935,2023,4283
1,7,11,11002,Arcola,SP,False,False,16.5379,2023,10181
1,7,11,11003,Beverino,SP,False,False,34.9449,2023,2241
1,7,11,11004,Bolano,SP,False,False,14.5663,2023,7457
1,7,11,11005,Bonassola,SP,False,False,9.1896,2023,782
1,7,11,11006,Borghetto di Vara,SP,False,False,27.3369,2023,881
1,7,11,11007,Brugnato,SP,False,False,11.9013,2023,1282
1,7,11,11008,Calice al Cornoviglio,SP,False,False,33.7544,2023,1053
1,7,11,11009,Carro,SP,False,False,31.7917,2023,483
1,7,11,11010,Carrodano,SP,False,False,21.8631,2023,465
1,7,11,11011,Castelnuovo Magra,SP,False,False,15.0171,2023,8253
1,7,11,11012,Deiva Marina,SP,False,False,14.0857,2023,1288
1,7,11,11013,Follo,SP,False,False,23.2704,2023,6099
1,7,11,11014,Framura,SP,False,False,19.26,2023,563
1,7,11,11015,La Spezia,SP,True,False,51.5856,2023,92696
1,7,11,11016,Lerici,SP,False,False,16.0126,2023,9346
1,7,11,11017,Levanto,SP,False,False,36.8144,2023,5100
1,7,11,11018,Maissana,SP,False,False,45.4275,2023,589
1,7,11,11019,Monterosso al Mare,SP,False,False,10.9434,2023,1318
1,7,11,11020,Luni,SP,False,False,13.8558,2023,8117
1,7,11,11021,Pignone,SP,False,False,17.7462,2023,527
1,7,11,11022,Portovenere,SP,False,False,7.6576,2023,3257
1,7,11,11023,Riccò del Golfo di Spezia,SP,False,False,37.7634,2023,3596
1,7,11,11024,Riomaggiore,SP,False,False,10.292,2023,1313
1,7,11,11025,Rocchetta di Vara,SP,False,False,32.6636,2023,646
1,7,11,11026,Santo Stefano di Magra,SP,False,False,13.8525,2023,10116
1,7,11,11027,Sarzana,SP,False,False,34.5435,2023,21786
1,7,11,11028,Sesta Godano,SP,False,False,67.7758,2023,1263
1,7,11,11029,Varese Ligure,SP,False,False,137.5883,2023,1761
1,7,11,11030,Vernazza,SP,False,False,12.3024,2023,708
1,7,11,11031,Vezzano Ligure,SP,False,False,18.3679,2023,7172
1,7,11,11032,Zignago,SP,False,False,28.7008,2023,469
1,3,12,12001,Agra,VA,False,False,2.8282,2023,385
1,3,12,12002,Albizzate,VA,False,False,3.8863,2023,5132
1,3,12,12003,Angera,VA,False,False,17.7259,2023,5361
1,3,12,12004,Arcisate,VA,False,False,12.1265,2023,9853
1,3,12,12005,Arsago Seprio,VA,False,False,10.5059,2023,4723
1,3,12,12006,Azzate,VA,False,False,4.5062,2023,4616
1,3,12,12007,Azzio,VA,False,False,2.1722,2023,771
1,3,12,12008,Barasso,VA,False,False,3.9405,2023,1667
1,3,12,12010,Bedero Valcuvia,VA,False,False,2.5636,2023,655
1,3,12,12011,Besano,VA,False,False,3.432,2023,2511
1,3,12,12012,Besnate,VA,False,False,7.4769,2023,5467
1,3,12,12013,Besozzo,VA,False,False,13.9453,2023,8758
1,3,12,12014,Biandronno,VA,False,False,9.5211,2023,3175
1,3,12,12015,Bisuschio,VA,False,False,7.0299,2023,4281
1,3,12,12016,Bodio Lomnago,VA,False,False,4.0385,2023,2260
1,3,12,12017,Brebbia,VA,False,False,6.8685,2023,3117
1,3,12,12019,Brenta,VA,False,False,4.182,2023,1730
1,3,12,12020,Brezzo di Bedero,VA,False,False,9.9484,2023,1209
1,3,12,12021,Brinzio,VA,False,False,6.3964,2023,772
