Codice Ripartizione geografica,Codice Regione,Codice Provincia/Uts,Codice Comune,Comune,Targa,Capoluogo di Provincia/Uts,Capoluogo di Regione,Superficie (Kmq),Anno,Popolazione
4,15,64,64029,Contrada,AV,False,False,10.3106,2021,2961
4,15,64,64030,Conza della Campania,AV,False,False,51.6339,2021,1286
4,15,64,64031,Domicella,AV,False,False,6.4378,2021,1838
4,15,64,64032,Flumeri,AV,False,False,34.5501,2021,2527
4,15,64,64033,Fontanarosa,AV,False,False,16.7042,2021,2886
4,15,64,64034,Forino,AV,False,False,20.3896,2021,5177
4,15,64,64035,Frigento,AV,False,False,38.0394,2021,3461
4,15,64,64036,Gesualdo,AV,False,False,27.3349,2021,3274
4,15,64,64037,Greci,AV,False,False,30.2576,2021,591
4,15,64,64038,Grottaminarda,AV,False,False,29.1147,2021,7733
4,15,64,64039,Grottolella,AV,False,False,7.1256,2021,1816
4,15,64,64040,Guardia Lombardi,AV,False,False,55.873,2021,1526
4,15,64,64041,Lacedonia,AV,False,False,82.0823,2021,2064
4,15,64,64042,Lapio,AV,False,False,15.2465,2021,1446
4,15,64,64043,Lauro,AV,False,False,11.2944,2021,3330
4,15,64,64044,Lioni,AV,False,False,46.5111,2021,6016
4,15,64,64045,Luogosano,AV,False,False,6.0681,2021,1097
4,15,64,64046,Manocalzati,AV,False,False,8.7453,2021,3051
4,15,64,64047,Marzano di Nola,AV,False,False,4.7195,2021,1624
4,15,64,64048,Melito Irpino,AV,False,False,20.684,2021,1797
4,15,64,64049,Mercogliano,AV,False,False,19.9159,2021,11635
4,15,64,64050,Mirabella Eclano,AV,False,False,33.9585,2021,6732
4,15,64,64051,Montaguto,AV,False,False,18.3787,2021,350
4,15,64,64052,Montecalvo Irpino,AV,False,False,54.0056,2021,3380
4,15,64,64053,Montefalcione,AV,False,False,15.294,2021,3141
4,15,64,64054,Monteforte Irpino,AV,False,False,26.9575,2021,11428
4,15,64,64055,Montefredane,AV,False,False,9.4461,2021,2134
4,15,64,64056,Montefusco,AV,False,False,8.2383,2021,1212
4,15,64,64057,Montella,AV,False,False,82.9536,2021,7367
4,15,64,64058,Montemarano,AV,False,False,34.0089,2021,2636
4,15,64,64059,Montemiletto,AV,False,False,21.6348,2021,5067
4,15,64,64060,Monteverde,AV,False,False,39.5637,2021,714
4,15,64,64063,Morra De Sanctis,AV,False,False,30.4121,2021,1133
4,15,64,64064,Moschiano,AV,False,False,13.4535,2021,1553
4,15,64,64065,Mugnano del Cardinale,AV,False,False,12.2983,2021,5145
4,15,64,64066,Nusco,AV,False,False,53.6004,2021,3918
4,15,64,64067,Ospedaletto d'Alpinolo,AV,False,False,5.6879,2021,2063
4,15,64,64068,Pago del Vallo di Lauro,AV,False,False,4.6255,2021,1741
4,15,64,64069,Parolise,AV,False,False,3.2188,2021,638
4,15,64,64070,Paternopoli,AV,False,False,18.4254,2021,2158
4,15,64,64071,Petruro Irpino,AV,False,False,3.1398,2021,298
4,15,64,64072,Pietradefusi,AV,False,False,9.2415,2021,1965
4,15,64,64073,Pietrastornina,AV,False,False,15.7281,2021,1455
4,15,64,64074,Prata di Principato Ultra,AV,False,False,10.991,2021,2781
4,15,64,64075,Pratola Serra,AV,False,False,8.8428,2021,3643
4,15,64,64076,Quadrelle,AV,False,False,6.9311,2021,1802
4,15,64,64077,Quindici,AV,False,False,23.9083,2021,1825
4,15,64,64078,Roccabascerana,AV,False,False,12.4553,2021,2319
4,15,64,64079,Rocca San Felice,AV,False,False,14.4116,2021,797
4,15,64,64080,Rotondi,AV,False,False,7.8084,2021,3424
4,15,64,64081,Salza Irpina,AV,False,False,4.9594,2021,723
4,15,64,64082,San Mango sul Calore,AV,False,False,14.5865,2021,1094
4,15,64,64083,San Martino Valle Caudina,AV,False,False,22.9153,2021,4805
4,15,64,64084,San Michele di Serino,AV,False,False,4.4659,2021,2435
4,15,64,64085,San Nicola Baronia,AV,False,False,6.8989,2021,757
4,15,64,64086,San Potito Ultra,AV,False,False,4.5377,2021,1477
4,15,64,64087,San Sossio Baronia,AV,False,False,19.1929,2021,1523
4,15,64,64088,Santa Lucia di Serino,AV,False,False,3.9333,2021,1405
4,15,64,64089,Sant'Andrea di Conza,AV,False,False,7.0424,2021,1368
4,15,64,64090,Sant'Angelo all'Esca,AV,False,False,5.4602,2021,747
4,15,64,64091,Sant'Angelo a Scala,AV,False,False,10.7449,2021,702
4,15,64,64092,Sant'Angelo dei Lombardi,AV,False,False,55.1046,2021,3913
4,15,64,64093,Santa Paolina,AV,False,False,8.4343,2021,1175
4,15,64,64095,Santo Stefano del Sole,AV,False,False,10.7802,2021,2076
4,15,64,64096,Savignano Irpino,AV,False,False,38.478,2021,1026
4,15,64,64097,Scampitella,AV,False,False,15.1053,2021,1049
4,15,64,64098,Senerchia,AV,False,False,32.025,2021,751
4,15,64,64099,Serino,AV,False,False,52.4994,2021,6769
4,15,64,64100,Sirignano,AV,False,False,6.1867,2021,2831
4,15,64,64101,Solofra,AV,False,False,22.2136,2021,12163
4,15,64,64102,Sorbo Serpico,AV,False,False,8.1035,2021,534
4,15,64,64103,Sperone,AV,False,False,4.6968,2021,3660
4,15,64,64104,Sturno,AV,False,False,16.6733,2021,2817
4,15,64,64105,Summonte,AV,False,False,12.3678,2021,1512
4,15,64,64106,Taurano,AV,False,False,9.7651,2021,1486
4,15,64,64107,Taurasi,AV,False,False,14.4115,2021,2191
4,15,64,64108,Teora,AV,False,False,23.2062,2021,1463
4,15,64,64109,Torella dei Lombardi,AV,False,False,26.5685,2021,1970
4,15,64,64110,Torre Le Nocelle,AV,False,False,10.0415,2021,1202
4,15,64,64111,Torrioni,AV,False,False,4.2199,2021,456
4,15,64,64112,Trevico,AV,False,False,10.4209,2021,867
4,15,64,64113,Tufo,AV,False,False,5.9642,2021,795
4,15,64,64114,Vallata,AV,False,False,47.9136,2021,2540
4,15,64,64115,Vallesaccarda,AV,False,False,14.7054,2021,1250
4,15,64,64116,Venticano,AV,False,False,14.1566,2021,2289
4,15,64,64117,Villamaina,AV,False,False,9.0366,2021,916
4,15,64,64118,Villanova del Battista,AV,False,False,19.9992,2021,1478
4,15,64,64119,Volturara Irpina,AV,False,False,32.4183,2021,3021
4,15,64,64120,Zungoli,AV,False,False,19.2142,2021,976
4,15,64,64121,Montoro,AV,False,False,40.141,2021,19396
4,15,65,65001,Acerno,SA,False,False,72.4968,2021,2500
4,15,65,65002,Agropoli,SA,False,False,32.7893,2021,21173
4,15,65,65003,Albanella,SA,False,False,40.2303,2021,6273
4,15,65,65004,Alfano,SA,False,False,4.8222,2021,964
4,15,65,65005,Altavilla Silentina,SA,False,False,52.4816,2021,6962
4,15,65,65006,Amalfi,SA,False,False,5.7142,2021,4830
4,15,65,65007,Angri,SA,False,False,13.7655,2021,33963
4,15,65,65008,Aquara,SA,False,False,32.7339,2021,1362
4,15,65,65009,Ascea,SA,False,False,37.4464,2021,5808
4,15,65,65010,Atena Lucana,SA,False,False,26.0053,2021,2396
4,15,65,65011,Atrani,SA,False,False,0.1222,2021,802
4,15,65,65012,Auletta,SA,False,False,35.6828,2021,2150
4,15,65,65013,Baronissi,SA,False,False,17.9298,2021,16798
4,15,65,65014,Battipaglia,SA,False,False,56.8588,2021,49655
4,15,65,65015,Bellosguardo,SA,False,False,16.7466,2021,705
4,15,65,65016,Bracigliano,SA,False,False,14.4087,2021,5336
4,15,65,65017,Buccino,SA,False,False,65.918,2021,4661
4,15,65,65018,Buonabitacolo,SA,False,False,15.5398,2021,2416
4,15,65,65019,Caggiano,SA,False,False,35.4305,2021,2548
4,15,65,65020,Calvanico,SA,False,False,14.9092,2021,1397
4,15,65,65021,Camerota,SA,False,False,71.0078,2021,6882
4,15,65,65022,Campagna,SA,False,False,136.3034,2021,16562
4,15,65,65023,Campora,SA,False,False,29.153,2021,325
4,15,65,65024,Cannalonga,SA,False,False,17.7503,2021,981
4,15,65,65025,Capaccio Paestum,SA,False,False,113.5471,2021,22331
4,15,65,65026,Casalbuono,SA,False,False,34.8235,2021,1065
4,15,65,65027,Casaletto Spartano,SA,False,False,86.5704,2021,1303
4,15,65,65028,Casal Velino,SA,False,False,31.727,2021,5343
4,15,65,65029,Caselle in Pittari,SA,False,False,45.5545,2021,1864
4,15,65,65030,Castelcivita,SA,False,False,57.6341,2021,1470
4,15,65,65031,Castellabate,SA,False,False,37.4484,2021,8658
4,15,65,65032,Castelnuovo Cilento,SA,False,False,18.0592,2021,2802
4,15,65,65033,Castelnuovo di Conza,SA,False,False,14.0636,2021,595
4,15,65,65034,Castel San Giorgio,SA,False,False,13.585,2021,13655
4,15,65,65035,Castel San Lorenzo,SA,False,False,14.2937,2021,2246
4,15,65,65036,Castiglione del Genovesi,SA,False,False,10.4074,2021,1310
4,15,65,65037,Cava de' Tirreni,SA,False,False,36.5311,2021,51067
4,15,65,65038,Celle di Bulgheria,SA,False,False,31.6165,2021,1773
4,15,65,65039,Centola,SA,False,False,47.8519,2021,5020
4,15,65,65040,Ceraso,SA,False,False,46.4579,2021,2268
4,15,65,65041,Cetara,SA,False,False,4.9973,2021,1997
4,15,65,65042,Cicerale,SA,False,False,41.3734,2021,1169
4,15,65,65043,Colliano,SA,False,False,55.158,2021,3455
4,15,65,65044,Conca dei Marini,SA,False,False,1.1743,2021,674
4,15,65,65045,Controne,SA,False,False,7.7461,2021,791
4,15,65,65046,Contursi Terme,SA,False,False,28.9342,2021,3255
4,15,65,65047,Corbara,SA,False,False,6.7318,2021,2509
4,15,65,65048,Corleto Monforte,SA,False,False,58.9663,2021,523
4,15,65,65049,Cuccaro Vetere,SA,False,False,17.6631,2021,538
4,15,65,65050,Eboli,SA,False,False,137.5826,2021,37594
4,15,65,65051,Felitto,SA,False,False,41.534,2021,1163
4,15,65,65052,Fisciano,SA,False,False,31.6875,2021,13859
4,15,65,65053,Furore,SA,False,False,1.8934,2021,700
4,15,65,65054,Futani,SA,False,False,14.8506,2021,1100
4,15,65,65055,Giffoni Sei Casali,SA,False,False,35.075,2021,4987
4,15,65,65056,Giffoni Valle Piana,SA,False,False,88.6124,2021,11602
4,15,65,65057,Gioi,SA,False,False,27.9883,2021,1127
4,15,65,65058,Giungano,SA,False,False,11.7006,2021,1300
4,15,65,65059,Ispani,SA,False,False,8.3653,2021,988
4,15,65,65060,Laureana Cilento,SA,False,False,13.7442,2021,1225
4,15,65,65061,Laurino,SA,False,False,70.4538,2021,1309
4,15,65,65062,Laurito,SA,False,False,20.222,2021,712
4,15,65,65063,Laviano,SA,False,False,55.6765,2021,1338
4,15,65,65064,Lustra,SA,False,False,15.2416,2021,994
4,15,65,65065,Magliano Vetere,SA,False,False,23.2958,2021,606
4,15,65,65066,Maiori,SA,False,False,16.7074,2021,5397
4,15,65,65067,Mercato San Severino,SA,False,False,30.3331,2021,21679
4,15,65,65068,Minori,SA,False,False,2.6669,2021,2596
4,15,65,65069,Moio della Civitella,SA,False,False,17.1887,2021,1802
4,15,65,65070,Montano Antilia,SA,False,False,33.4423,2021,1731
4,15,65,65071,Montecorice,SA,False,False,22.2997,2021,2553
4,15,65,65072,Montecorvino Pugliano,SA,False,False,28.8816,2021,11108
4,15,65,65073,Montecorvino Rovella,SA,False,False,42.1614,2021,12318
4,15,65,65074,Monteforte Cilento,SA,False,False,22.1659,2021,539
4,15,65,65075,Monte San Giacomo,SA,False,False,51.6911,2021,1436
4,15,65,65076,Montesano sulla Marcellana,SA,False,False,110.2218,2021,6275
4,15,65,65077,Morigerati,SA,False,False,21.1939,2021,610
4,15,65,65078,Nocera Inferiore,SA,False,False,20.9446,2021,44331
4,15,65,65079,Nocera Superiore,SA,False,False,14.6625,2021,23842
4,15,65,65080,Novi Velia,SA,False,False,34.7132,2021,2312
4,15,65,65081,Ogliastro Cilento,SA,False,False,13.2425,2021,2263
4,15,65,65082,Olevano sul Tusciano,SA,False,False,26.7239,2021,6536
4,15,65,65083,Oliveto Citra,SA,False,False,31.6215,2021,3650
4,15,65,65084,Omignano,SA,False,False,10.1007,2021,1632
4,15,65,65085,Orria,SA,False,False,26.5503,2021,993
4,15,65,65086,Ottati,SA,False,False,53.6115,2021,631
4,15,65,65087,Padula,SA,False,False,67.1136,2021,4936
4,15,65,65088,Pagani,SA,False,False,11.9764,2021,34472
4,15,65,65089,Palomonte,SA,False,False,28.2981,2021,3754
4,15,65,65090,Pellezzano,SA,False,False,14.0374,2021,10951
4,15,65,65091,Perdifumo,SA,False,False,23.8138,2021,1758
4,15,65,65092,Perito,SA,False,False,23.9994,2021,829
4,15,65,65093,Pertosa,SA,False,False,6.1585,2021,652
4,15,65,65094,Petina,SA,False,False,35.4697,2021,1037
4,15,65,65095,Piaggine,SA,False,False,62.7653,2021,1180
4,15,65,65096,Pisciotta,SA,False,False,31.4195,2021,2447
4,15,65,65097,Polla,SA,False,False,48.0821,2021,5174
4,15,65,65098,Pollica,SA,False,False,28.3233,2021,2178
4,15,65,65099,Pontecagnano Faiano,SA,False,False,37.189,2021,25839
4,15,65,65100,Positano,SA,False,False,8.7015,2021,3772
4,15,65,65101,Postiglione,SA,False,False,48.2432,2021,1998
4,15,65,65102,Praiano,SA,False,False,2.736,2021,2009
4,15,65,65103,Prignano Cilento,SA,False,False,12.0409,2021,1070
4,15,65,65104,Ravello,SA,False,False,7.935,2021,2395
4,15,65,65105,Ricigliano,SA,False,False,27.9303,2021,1073
4,15,65,65106,Roccadaspide,SA,False,False,64.1579,2021,6971
4,15,65,65107,Roccagloriosa,SA,False,False,40.5566,2021,1563
4,15,65,65108,Roccapiemonte,SA,False,False,5.3133,2021,8718
4,15,65,65109,Rofrano,SA,False,False,63.5882,2021,1293
4,15,65,65110,Romagnano al Monte,SA,False,False,9.6697,2021,375
4,15,65,65111,Roscigno,SA,False,False,15.1813,2021,662
4,15,65,65112,Rutino,SA,False,False,9.6883,2021,765
4,15,65,65113,Sacco,SA,False,False,23.657,2021,443
4,15,65,65114,Sala Consilina,SA,False,False,59.6932,2021,12258
4,15,65,65115,Salento,SA,False,False,23.785,2021,1802
4,15,65,65116,Salerno,SA,True,False,60.1191,2021,128136
4,15,65,65117,Salvitelle,SA,False,False,9.5966,2021,496
4,15,65,65118,San Cipriano Picentino,SA,False,False,17.3872,2021,6516
4,15,65,65119,San Giovanni a Piro,SA,False,False,38.1221,2021,3648
4,15,65,65120,San Gregorio Magno,SA,False,False,50.0526,2021,3990
4,15,65,65121,San Mango Piemonte,SA,False,False,6.0237,2021,2610
4,15,65,65122,San Marzano sul Sarno,SA,False,False,5.1894,2021,10325
4,15,65,65123,San Mauro Cilento,SA,False,False,15.2868,2021,863
4,15,65,65124,San Mauro la Bruca,SA,False,False,19.0544,2021,542
4,15,65,65125,San Pietro al Tanagro,SA,False,False,15.5134,2021,1659
4,15,65,65126,San Rufo,SA,False,False,31.9586,2021,1637
4,15,65,65127,Santa Marina,SA,False,False,28.4643,2021,3198
4,15,65,65128,Sant'Angelo a Fasanella,SA,False,False,32.6091,2021,514
4,15,65,65129,Sant'Arsenio,SA,False,False,20.1435,2021,2685
4,15,65,65130,Sant'Egidio del Monte Albino,SA,False,False,7.2451,2021,8857
4,15,65,65131,Santomenna,SA,False,False,8.9191,2021,401
4,15,65,65132,San Valentino Torio,SA,False,False,9.1563,2021,10844
4,15,65,65133,Sanza,SA,False,False,128.7443,2021,2372
4,15,65,65134,Sapri,SA,False,False,14.2947,2021,6401
4,15,65,65135,Sarno,SA,False,False,40.0006,2021,30652
4,15,65,65136,Sassano,SA,False,False,47.7561,2021,4634
4,15,65,65137,Scafati,SA,False,False,19.8701,2021,48421
4,15,65,65138,Scala,SA,False,False,13.8627,2021,1504
4,15,65,65139,Serramezzana,SA,False,False,7.2295,2021,290
4,15,65,65140,Serre,SA,False,False,67.033,2021,3701
4,15,65,65141,Sessa Cilento,SA,False,False,18.0424,2021,1200
4,15,65,65142,Siano,SA,False,False,8.5692,2021,9496
4,15,65,65143,Sicignano degli Alburni,SA,False,False,81.1133,2021,3101
4,15,65,65144,Stella Cilento,SA,False,False,14.5173,2021,685
4,15,65,65145,Stio,SA,False,False,24.28,2021,776
4,15,65,65146,Teggiano,SA,False,False,61.8655,2021,7186
4,15,65,65147,Torchiara,SA,False,False,8.4617,2021,1824
4,15,65,65148,Torraca,SA,False,False,16.0131,2021,1185
4,15,65,65149,Torre Orsaia,SA,False,False,21.0338,2021,1982
4,15,65,65150,Tortorella,SA,False,False,34.2177,2021,473
4,15,65,65151,Tramonti,SA,False,False,24.8259,2021,4092
4,15,65,65152,Trentinara,SA,False,False,23.4361,2021,1572
4,15,65,65153,Valle dell'Angelo,SA,False,False,36.6021,2021,220
4,15,65,65154,Vallo della Lucania,SA,False,False,25.3214,2021,8084
4,15,65,65155,Valva,SA,False,False,26.785,2021,1551
4,15,65,65156,Vibonati,SA,False,False,20.5828,2021,3215
4,15,65,65157,Vietri sul Mare,SA,False,False,9.5252,2021,7318
4,15,65,65158,Bellizzi,SA,False,False,8.022,2021,13295
4,13,66,66001,Acciano,AQ,False,False,32.2232,2021,282
4,13,66,66002,Aielli,AQ,False,False,37.5165,2021,1423
4,13,66,66003,Alfedena,AQ,False,False,39.9501,2021,925
4,13,66,66004,Anversa degli Abruzzi,AQ,False,False,32.4329,2021,303
4,13,66,66005,Ateleta,AQ,False,False,41.9252,2021,1093
4,13,66,66006,Avezzano,AQ,False,False,104.0845,2021,41026
4,13,66,66007,Balsorano,AQ,False,False,58.8419,2021,3262
4,13,66,66008,Barete,AQ,False,False,24.5883,2021,617
4,13,66,66009,Barisciano,AQ,False,False,78.4864,2021,1669
4,13,66,66010,Barrea,AQ,False,False,87.1068,2021,718
4,13,66,66011,Bisegna,AQ,False,False,46.5929,2021,207
4,13,66,66012,Bugnara,AQ,False,False,25.121,2021,1034
4,13,66,66013,Cagnano Amiterno,AQ,False,False,61.3147,2021,1152
4,13,66,66014,Calascio,AQ,False,False,39.4433,2021,133
4,13,66,66015,Campo di Giove,AQ,False,False,28.904,2021,750
4,13,66,66016,Campotosto,AQ,False,False,51.7244,2021,473
4,13,66,66017,Canistro,AQ,False,False,15.9029,2021,911
4,13,66,66018,Cansano,AQ,False,False,37.6995,2021,205
4,13,66,66019,Capestrano,AQ,False,False,43.6574,2021,840
4,13,66,66020,Capistrello,AQ,False,False,60.9627,2021,4875
4,13,66,66021,Capitignano,AQ,False,False,30.6391,2021,619
4,13,66,66022,Caporciano,AQ,False,False,18.6151,2021,206
4,13,66,66023,Cappadocia,AQ,False,False,68.5707,2021,563
4,13,66,66024,Carapelle Calvisio,AQ,False,False,14.7863,2021,78
4,13,66,66025,Carsoli,AQ,False,False,95.7951,2021,5067
4,13,66,66026,Castel del Monte,AQ,False,False,58.0313,2021,456
4,13,66,66027,Castel di Ieri,AQ,False,False,18.8838,2021,296
4,13,66,66028,Castel di Sangro,AQ,False,False,84.4297,2021,6543
4,13,66,66029,Castellafiume,AQ,False,False,24.1003,2021,1044
4,13,66,66030,Castelvecchio Calvisio,AQ,False,False,15.3195,2021,124
4,13,66,66031,Castelvecchio Subequo,AQ,False,False,19.2942,2021,845
4,13,66,66032,Celano,AQ,False,False,82.7991,2021,10379
4,13,66,66033,Cerchio,AQ,False,False,20.1648,2021,1569
4,13,66,66034,Civita d'Antino,AQ,False,False,28.3455,2021,918
4,13,66,66035,Civitella Alfedena,AQ,False,False,29.4906,2021,287
4,13,66,66036,Civitella Roveto,AQ,False,False,45.452,2021,3069
4,13,66,66037,Cocullo,AQ,False,False,31.6044,2021,213
4,13,66,66038,Collarmele,AQ,False,False,23.9435,2021,814
4,13,66,66039,Collelongo,AQ,False,False,54.0193,2021,1122
4,13,66,66040,Collepietro,AQ,False,False,15.2092,2021,200
4,13,66,66041,Corfinio,AQ,False,False,17.9499,2021,979
4,13,66,66042,Fagnano Alto,AQ,False,False,24.6438,2021,375
4,13,66,66043,Fontecchio,AQ,False,False,16.8595,2021,289
4,13,66,66044,Fossa,AQ,False,False,8.7053,2021,698
4,13,66,66045,Gagliano Aterno,AQ,False,False,32.1491,2021,236
4,13,66,66046,Gioia dei Marsi,AQ,False,False,58.4037,2021,1705
4,13,66,66047,Goriano Sicoli,AQ,False,False,20.2377,2021,510
4,13,66,66048,Introdacqua,AQ,False,False,37.1068,2021,1973
4,13,66,66049,L'Aquila,AQ,True,True,473.9067,2021,69210
4,13,66,66050,Lecce nei Marsi,AQ,False,False,66.4693,2021,1543
4,13,66,66051,Luco dei Marsi,AQ,False,False,44.8647,2021,5996
4,13,66,66052,Lucoli,AQ,False,False,103.442,2021,872
4,13,66,66053,Magliano de' Marsi,AQ,False,False,70.9177,2021,3525
4,13,66,66054,Massa d'Albe,AQ,False,False,68.5332,2021,1365
4,13,66,66055,Molina Aterno,AQ,False,False,12.2078,2021,354
4,13,66,66056,Montereale,AQ,False,False,104.4085,2021,2200
4,13,66,66057,Morino,AQ,False,False,51.27,2021,1316
4,13,66,66058,Navelli,AQ,False,False,42.0036,2021,499
4,13,66,66059,Ocre,AQ,False,False,23.6037,2021,1099
4,13,66,66060,Ofena,AQ,False,False,36.8978,2021,428
4,13,66,66061,Opi,AQ,False,False,49.9041,2021,374
4,13,66,66062,Oricola,AQ,False,False,18.3563,2021,1251
4,13,66,66063,Ortona dei Marsi,AQ,False,False,57.166,2021,434
4,13,66,66064,Ortucchio,AQ,False,False,38.9991,2021,1774
4,13,66,66065,Ovindoli,AQ,False,False,61.3767,2021,1158
4,13,66,66066,Pacentro,AQ,False,False,72.5874,2021,1105
4,13,66,66067,Pereto,AQ,False,False,41.1547,2021,638
4,13,66,66068,Pescasseroli,AQ,False,False,91.1585,2021,2076
4,13,66,66069,Pescina,AQ,False,False,48.7943,2021,3762
4,13,66,66070,Pescocostanzo,AQ,False,False,55.0623,2021,1091
4,13,66,66071,Pettorano sul Gizio,AQ,False,False,62.8485,2021,1324
4,13,66,66072,Pizzoli,AQ,False,False,56.4355,2021,4298
4,13,66,66073,Poggio Picenze,AQ,False,False,11.4578,2021,1036
4,13,66,66074,Prata d'Ansidonia,AQ,False,False,19.6543,2021,453
4,13,66,66075,Pratola Peligna,AQ,False,False,28.6736,2021,7132
4,13,66,66076,Prezza,AQ,False,False,21.5962,2021,886
4,13,66,66077,Raiano,AQ,False,False,28.9925,2021,2631
4,13,66,66078,Rivisondoli,AQ,False,False,32.0009,2021,674
4,13,66,66079,Roccacasale,AQ,False,False,17.3069,2021,598
4,13,66,66080,Rocca di Botte,AQ,False,False,31.1068,2021,856
4,13,66,66081,Rocca di Cambio,AQ,False,False,27.6186,2021,490
4,13,66,66082,Rocca di Mezzo,AQ,False,False,90.5451,2021,1348
4,13,66,66083,Rocca Pia,AQ,False,False,44.9609,2021,178
4,13,66,66084,Roccaraso,AQ,False,False,49.91,2021,1507
4,13,66,66085,San Benedetto dei Marsi,AQ,False,False,16.7609,2021,3746
4,13,66,66086,San Benedetto in Perillis,AQ,False,False,19.0984,2021,98
4,13,66,66087,San Demetrio ne' Vestini,AQ,False,False,16.4918,2021,1902
4,13,66,66088,San Pio delle Camere,AQ,False,False,17.2122,2021,666
4,13,66,66089,Sante Marie,AQ,False,False,40.8131,2021,1099
4,13,66,66090,Sant'Eusanio Forconese,AQ,False,False,7.9441,2021,359
4,13,66,66091,Santo Stefano di Sessanio,AQ,False,False,33.6988,2021,115
4,13,66,66092,San Vincenzo Valle Roveto,AQ,False,False,46.0391,2021,2115
4,13,66,66093,Scanno,AQ,False,False,134.6767,2021,1723
4,13,66,66094,Scontrone,AQ,False,False,21.3541,2021,555
4,13,66,66095,Scoppito,AQ,False,False,53.0036,2021,3762
4,13,66,66096,Scurcola Marsicana,AQ,False,False,30.3822,2021,2698
4,13,66,66097,Secinaro,AQ,False,False,33.3409,2021,321
4,13,66,66098,Sulmona,AQ,False,False,57.9277,2021,22438
4,13,66,66099,Tagliacozzo,AQ,False,False,87.4574,2021,6449
4,13,66,66100,Tione degli Abruzzi,AQ,False,False,39.6548,2021,267
4,13,66,66101,Tornimparte,AQ,False,False,65.9606,2021,2847
4,13,66,66102,Trasacco,AQ,False,False,51.443,2021,5897
4,13,66,66103,Villalago,AQ,False,False,33.1994,2021,520
4,13,66,66104,Villa Santa Lucia degli Abruzzi,AQ,False,False,26.9897,2021,91
4,13,66,66105,Villa Sant'Angelo,AQ,False,False,5.2153,2021,485
4,13,66,66106,Villavallelonga,AQ,False,False,73.733,2021,836
4,13,66,66107,Villetta Barrea,AQ,False,False,20.5246,2021,589
4,13,66,66108,Vittorito,AQ,False,False,14.1944,2021,822
4,13,67,67001,Alba Adriatica,TE,False,False,9.5364,2021,12741
4,13,67,67002,Ancarano,TE,False,False,13.9192,2021,1811
4,13,67,67003,Arsita,TE,False,False,34.136,2021,756
4,13,67,67004,Atri,TE,False,False,92.1814,2021,10064
4,13,67,67005,Basciano,TE,False,False,18.8534,2021,2349
4,13,67,67006,Bellante,TE,False,False,50.0441,2021,6846
4,13,67,67007,Bisenti,TE,False,False,30.8746,2021,1696
4,13,67,67008,Campli,TE,False,False,73.4239,2021,6630
4,13,67,67009,Canzano,TE,False,False,16.7371,2021,1794
4,13,67,67010,Castel Castagna,TE,False,False,18.159,2021,451
4,13,67,67011,Castellalto,TE,False,False,34.1757,2021,7338
4,13,67,67012,Castelli,TE,False,False,49.6808,2021,997
4,13,67,67013,Castiglione Messer Raimondo,TE,False,False,30.685,2021,2052
4,13,67,67014,Castilenti,TE,False,False,23.7941,2021,1373
4,13,67,67015,Cellino Attanasio,TE,False,False,43.9395,2021,2274
4,13,67,67016,Cermignano,TE,False,False,26.3628,2021,1459
4,13,67,67017,Civitella del Tronto,TE,False,False,77.7369,2021,4601
4,13,67,67018,Colledara,TE,False,False,18.013,2021,2097
4,13,67,67019,Colonnella,TE,False,False,21.633,2021,3627
4,13,67,67020,Controguerra,TE,False,False,22.8144,2021,2236
4,13,67,67021,Corropoli,TE,False,False,22.1135,2021,5108
4,13,67,67022,Cortino,TE,False,False,62.9439,2021,601
4,13,67,67023,Crognaleto,TE,False,False,124.3021,2021,1119
4,13,67,67024,Fano Adriano,TE,False,False,35.7723,2021,257
4,13,67,67025,Giulianova,TE,False,False,28.0793,2021,23442
4,13,67,67026,Isola del Gran Sasso d'Italia,TE,False,False,84.0449,2021,4472
4,13,67,67027,Montefino,TE,False,False,18.5937,2021,967
4,13,67,67028,Montorio al Vomano,TE,False,False,53.5649,2021,7528
4,13,67,67029,Morro d'Oro,TE,False,False,28.7269,2021,3560
4,13,67,67030,Mosciano Sant'Angelo,TE,False,False,48.4474,2021,9088
4,13,67,67031,Nereto,TE,False,False,7.0112,2021,5274
4,13,67,67032,Notaresco,TE,False,False,38.1502,2021,6387
4,13,67,67033,Penna Sant'Andrea,TE,False,False,11.0982,2021,1635
4,13,67,67034,Pietracamela,TE,False,False,44.4851,2021,222
4,13,67,67035,Pineto,TE,False,False,38.1126,2021,14538
4,13,67,67036,Rocca Santa Maria,TE,False,False,61.7982,2021,477
4,13,67,67037,Roseto degli Abruzzi,TE,False,False,53.2598,2021,25473
4,13,67,67038,Sant'Egidio alla Vibrata,TE,False,False,18.3617,2021,9804
4,13,67,67039,Sant'Omero,TE,False,False,34.2025,2021,5112
4,13,67,67040,Silvi,TE,False,False,20.5962,2021,15388
4,13,67,67041,Teramo,TE,True,False,152.8387,2021,51849
4,13,67,67042,Torano Nuovo,TE,False,False,10.2172,2021,1490
4,13,67,67043,Torricella Sicura,TE,False,False,54.3802,2021,2460
4,13,67,67044,Tortoreto,TE,False,False,23.0202,2021,11846
4,13,67,67045,Tossicia,TE,False,False,27.1359,2021,1258
4,13,67,67046,Valle Castellana,TE,False,False,131.7532,2021,880
4,13,67,67047,Martinsicuro,TE,False,False,14.6267,2021,16219
