Codice Comune,DATA_TYPE,RESULT,Anno,OBS_VALUE
4220,ROADACC,9,2019,0
4221,KILLINJ,F,2023,0
4221,KILLINJ,F,2022,2
4221,KILLINJ,F,2021,2
4221,KILLINJ,F,2020,2
4221,KILLINJ,F,2019,0
4221,KILLINJ,M,2023,0
4221,KILLINJ,M,2022,0
4221,KILLINJ,M,2021,0
4221,KILLINJ,M,2020,0
4221,KILLINJ,M,2019,0
4221,ROADACC,9,2023,0
4221,ROADACC,9,2022,1
4221,ROADACC,9,2021,1
4221,ROADACC,9,2020,1
4221,ROADACC,9,2019,0
4222,KILLINJ,F,2024,16
4222,KILLINJ,F,2023,12
4222,KILLINJ,F,2022,10
4222,KILLINJ,F,2021,8
4222,KILLINJ,F,2020,7
4222,KILLINJ,M,2024,0
4222,KILLINJ,M,2023,0
4222,KILLINJ,M,2022,0
4222,KILLINJ,M,2021,0
4222,KILLINJ,M,2020,0
4222,ROADACC,9,2024,12
4222,ROADACC,9,2023,10
4222,ROADACC,9,2022,6
4222,ROADACC,9,2021,3
4222,ROADACC,9,2020,5
4223,KILLINJ,F,2024,4
4223,KILLINJ,F,2023,0
4223,KILLINJ,F,2022,6
4223,KILLINJ,F,2021,7
4223,KILLINJ,F,2020,0
4223,KILLINJ,M,2024,0
4223,KILLINJ,M,2023,0
4223,KILLINJ,M,2022,0
4223,KILLINJ,M,2021,0
4223,KILLINJ,M,2020,0
4223,ROADACC,9,2024,3
4223,ROADACC,9,2023,0
4223,ROADACC,9,2022,1
4223,ROADACC,9,2021,3
4223,ROADACC,9,2020,0
4224,KILLINJ,F,2023,0
4224,KILLINJ,F,2022,0
4224,KILLINJ,F,2021,0
4224,KILLINJ,F,2020,0
4224,KILLINJ,F,2019,0
4224,KILLINJ,M,2023,0
4224,KILLINJ,M,2022,0
4224,KILLINJ,M,2021,0
4224,KILLINJ,M,2020,0
4224,KILLINJ,M,2019,0
4224,ROADACC,9,2023,0
4224,ROADACC,9,2022,0
4224,ROADACC,9,2021,0
4224,ROADACC,9,2020,0
4224,ROADACC,9,2019,0
4225,KILLINJ,F,2024,9
4225,KILLINJ,F,2023,10
4225,KILLINJ,F,2022,9
4225,KILLINJ,F,2021,8
4225,KILLINJ,F,2020,2
4225,KILLINJ,M,2024,0
4225,KILLINJ,M,2023,0
4225,KILLINJ,M,2022,0
4225,KILLINJ,M,2021,0
4225,KILLINJ,M,2020,0
4225,ROADACC,9,2024,7
4225,ROADACC,9,2023,7
4225,ROADACC,9,2022,6
4225,ROADACC,9,2021,6
4225,ROADACC,9,2020,1
4226,KILLINJ,F,2023,1
4226,KILLINJ,F,2022,0
4226,KILLINJ,F,2021,0
4226,KILLINJ,F,2020,0
4226,KILLINJ,F,2019,0
4226,KILLINJ,M,2023,0
4226,KILLINJ,M,2022,0
4226,KILLINJ,M,2021,0
4226,KILLINJ,M,2020,0
4226,KILLINJ,M,2019,0
4226,ROADACC,9,2023,1
4226,ROADACC,9,2022,0
4226,ROADACC,9,2021,0
4226,ROADACC,9,2020,0
4226,ROADACC,9,2019,0
4227,KILLINJ,F,2023,0
4227,KILLINJ,F,2022,1
4227,KILLINJ,F,2021,2
4227,KILLINJ,F,2020,0
4227,KILLINJ,F,2019,3
4227,KILLINJ,M,2023,0
4227,KILLINJ,M,2022,0
4227,KILLINJ,M,2021,0
4227,KILLINJ,M,2020,0
4227,KILLINJ,M,2019,0
4227,ROADACC,9,2023,0
4227,ROADACC,9,2022,1
4227,ROADACC,9,2021,1
4227,ROADACC,9,2020,0
4227,ROADACC,9,2019,1
4228,KILLINJ,F,2024,2
4228,KILLINJ,F,2023,0
4228,KILLINJ,F,2022,0
4228,KILLINJ,F,2021,2
4228,KILLINJ,F,2020,1
4228,KILLINJ,M,2024,0
4228,KILLINJ,M,2023,0
4228,KILLINJ,M,2022,0
4228,KILLINJ,M,2021,0
4228,KILLINJ,M,2020,1
4228,ROADACC,9,2024,2
4228,ROADACC,9,2023,0
4228,ROADACC,9,2022,0
4228,ROADACC,9,2021,2
4228,ROADACC,9,2020,2
4229,KILLINJ,F,2023,0
4229,KILLINJ,F,2022,0
4229,KILLINJ,F,2021,0
4229,KILLINJ,F,2020,0
4229,KILLINJ,F,2019,0
4229,KILLINJ,M,2023,0
4229,KILLINJ,M,2022,0
4229,KILLINJ,M,2021,0
4229,KILLINJ,M,2020,0
4229,KILLINJ,M,2019,0
4229,ROADACC,9,2023,0
4229,ROADACC,9,2022,0
4229,ROADACC,9,2021,0
4229,ROADACC,9,2020,0
4229,ROADACC,9,2019,0
4230,KILLINJ,F,2023,0
4230,KILLINJ,F,2022,0
4230,KILLINJ,F,2021,0
4230,KILLINJ,F,2020,0
4230,KILLINJ,F,2019,0
4230,KILLINJ,M,2023,0
4230,KILLINJ,M,2022,0
4230,KILLINJ,M,2021,0
4230,KILLINJ,M,2020,0
4230,KILLINJ,M,2019,0
4230,ROADACC,9,2023,0
4230,ROADACC,9,2022,0
4230,ROADACC,9,2021,0
4230,ROADACC,9,2020,0
4230,ROADACC,9,2019,0
4231,KILLINJ,F,2023,0
4231,KILLINJ,F,2022,0
4231,KILLINJ,F,2021,0
4231,KILLINJ,F,2020,0
4231,KILLINJ,F,2019,0
4231,KILLINJ,M,2023,0
4231,KILLINJ,M,2022,0
4231,KILLINJ,M,2021,0
4231,KILLINJ,M,2020,0
4231,KILLINJ,M,2019,0
4231,ROADACC,9,2023,0
4231,ROADACC,9,2022,0
4231,ROADACC,9,2021,0
4231,ROADACC,9,2020,0
4231,ROADACC,9,2019,0
4232,KILLINJ,F,2024,3
4232,KILLINJ,F,2023,9
4232,KILLINJ,F,2022,4
4232,KILLINJ,F,2021,0
4232,KILLINJ,F,2020,7
4232,KILLINJ,M,2024,0
4232,KILLINJ,M,2023,0
4232,KILLINJ,M,2022,0
4232,KILLINJ,M,2021,0
4232,KILLINJ,M,2020,1
4232,ROADACC,9,2024,3
4232,ROADACC,9,2023,6
4232,ROADACC,9,2022,3
4232,ROADACC,9,2021,0
4232,ROADACC,9,2020,3
4233,KILLINJ,F,2024,7
4233,KILLINJ,F,2023,2
4233,KILLINJ,F,2022,2
4233,KILLINJ,F,2021,1
4233,KILLINJ,F,2020,0
4233,KILLINJ,M,2024,0
4233,KILLINJ,M,2023,0
4233,KILLINJ,M,2022,0
4233,KILLINJ,M,2021,0
4233,KILLINJ,M,2020,0
4233,ROADACC,9,2024,4
4233,ROADACC,9,2023,2
4233,ROADACC,9,2022,2
4233,ROADACC,9,2021,1
4233,ROADACC,9,2020,0
4234,KILLINJ,F,2023,1
4234,KILLINJ,F,2022,5
4234,KILLINJ,F,2021,0
4234,KILLINJ,F,2020,0
4234,KILLINJ,F,2019,0
4234,KILLINJ,M,2023,0
4234,KILLINJ,M,2022,0
4234,KILLINJ,M,2021,0
4234,KILLINJ,M,2020,0
4234,KILLINJ,M,2019,0
4234,ROADACC,9,2023,1
4234,ROADACC,9,2022,2
4234,ROADACC,9,2021,0
4234,ROADACC,9,2020,0
4234,ROADACC,9,2019,0
4235,KILLINJ,F,2024,0
4235,KILLINJ,F,2023,0
4235,KILLINJ,F,2022,0
4235,KILLINJ,F,2021,0
4235,KILLINJ,F,2020,0
4235,KILLINJ,M,2024,1
4235,KILLINJ,M,2023,0
4235,KILLINJ,M,2022,0
4235,KILLINJ,M,2021,0
4235,KILLINJ,M,2020,0
4235,ROADACC,9,2024,1
4235,ROADACC,9,2023,0
4235,ROADACC,9,2022,0
4235,ROADACC,9,2021,0
4235,ROADACC,9,2020,0
4236,KILLINJ,F,2018,1
4236,KILLINJ,F,2017,0
4236,KILLINJ,F,2016,0
4236,KILLINJ,F,2015,0
4236,KILLINJ,F,2014,0
4236,KILLINJ,M,2018,0
4236,KILLINJ,M,2017,0
4236,KILLINJ,M,2016,0
4236,KILLINJ,M,2015,0
4236,KILLINJ,M,2014,0
4236,ROADACC,9,2018,1
4236,ROADACC,9,2017,0
4236,ROADACC,9,2016,0
4236,ROADACC,9,2015,0
4236,ROADACC,9,2014,0
4237,KILLINJ,F,2024,5
4237,KILLINJ,F,2023,3
4237,KILLINJ,F,2022,0
4237,KILLINJ,F,2021,7
4237,KILLINJ,F,2020,1
4237,KILLINJ,M,2024,0
4237,KILLINJ,M,2023,0
4237,KILLINJ,M,2022,0
4237,KILLINJ,M,2021,2
4237,KILLINJ,M,2020,0
4237,ROADACC,9,2024,2
4237,ROADACC,9,2023,3
4237,ROADACC,9,2022,0
4237,ROADACC,9,2021,4
4237,ROADACC,9,2020,1
4238,KILLINJ,F,2024,7
4238,KILLINJ,F,2023,3
4238,KILLINJ,F,2022,2
4238,KILLINJ,F,2021,5
4238,KILLINJ,F,2020,0
4238,KILLINJ,M,2024,0
4238,KILLINJ,M,2023,0
4238,KILLINJ,M,2022,0
4238,KILLINJ,M,2021,0
4238,KILLINJ,M,2020,0
4238,ROADACC,9,2024,4
4238,ROADACC,9,2023,2
4238,ROADACC,9,2022,1
4238,ROADACC,9,2021,5
4238,ROADACC,9,2020,0
4239,KILLINJ,F,2024,1
4239,KILLINJ,F,2023,0
4239,KILLINJ,F,2022,0
4239,KILLINJ,F,2021,1
4239,KILLINJ,F,2020,5
4239,KILLINJ,M,2024,0
4239,KILLINJ,M,2023,0
4239,KILLINJ,M,2022,0
4239,KILLINJ,M,2021,0
4239,KILLINJ,M,2020,1
4239,ROADACC,9,2024,1
4239,ROADACC,9,2023,0
4239,ROADACC,9,2022,0
4239,ROADACC,9,2021,1
4239,ROADACC,9,2020,5
4240,KILLINJ,F,2024,16
4240,KILLINJ,F,2023,11
4240,KILLINJ,F,2022,21
4240,KILLINJ,F,2021,20
4240,KILLINJ,F,2020,15
4240,KILLINJ,M,2024,1
4240,KILLINJ,M,2023,0
4240,KILLINJ,M,2022,0
4240,KILLINJ,M,2021,2
4240,KILLINJ,M,2020,0
4240,ROADACC,9,2024,11
4240,ROADACC,9,2023,9
4240,ROADACC,9,2022,15
4240,ROADACC,9,2021,16
4240,ROADACC,9,2020,9
4241,KILLINJ,F,2024,5
4241,KILLINJ,F,2023,8
4241,KILLINJ,F,2022,5
4241,KILLINJ,F,2021,3
4241,KILLINJ,F,2020,1
4241,KILLINJ,M,2024,3
4241,KILLINJ,M,2023,0
4241,KILLINJ,M,2022,0
4241,KILLINJ,M,2021,0
4241,KILLINJ,M,2020,0
4241,ROADACC,9,2024,4
4241,ROADACC,9,2023,4
4241,ROADACC,9,2022,2
4241,ROADACC,9,2021,1
4241,ROADACC,9,2020,1
4242,KILLINJ,F,2024,10
4242,KILLINJ,F,2023,6
4242,KILLINJ,F,2022,8
4242,KILLINJ,F,2021,4
4242,KILLINJ,F,2020,2
4242,KILLINJ,M,2024,0
4242,KILLINJ,M,2023,0
4242,KILLINJ,M,2022,1
4242,KILLINJ,M,2021,0
4242,KILLINJ,M,2020,1
4242,ROADACC,9,2024,4
4242,ROADACC,9,2023,4
4242,ROADACC,9,2022,4
4242,ROADACC,9,2021,2
4242,ROADACC,9,2020,1
4243,KILLINJ,F,2024,14
4243,KILLINJ,F,2023,1
4243,KILLINJ,F,2022,1
4243,KILLINJ,F,2021,4
4243,KILLINJ,F,2020,1
4243,KILLINJ,M,2024,0
4243,KILLINJ,M,2023,0
4243,KILLINJ,M,2022,0
4243,KILLINJ,M,2021,0
4243,KILLINJ,M,2020,0
4243,ROADACC,9,2024,7
4243,ROADACC,9,2023,1
4243,ROADACC,9,2022,1
4243,ROADACC,9,2021,2
4243,ROADACC,9,2020,1
4244,KILLINJ,F,2024,11
4244,KILLINJ,F,2023,16
4244,KILLINJ,F,2022,6
4244,KILLINJ,F,2021,6
4244,KILLINJ,F,2020,15
4244,KILLINJ,M,2024,0
4244,KILLINJ,M,2023,0
4244,KILLINJ,M,2022,0
4244,KILLINJ,M,2021,0
4244,KILLINJ,M,2020,0
4244,ROADACC,9,2024,8
4244,ROADACC,9,2023,10
4244,ROADACC,9,2022,5
4244,ROADACC,9,2021,6
4244,ROADACC,9,2020,8
4245,KILLINJ,F,2024,14
4245,KILLINJ,F,2023,8
4245,KILLINJ,F,2022,14
4245,KILLINJ,F,2021,10
4245,KILLINJ,F,2020,6
4245,KILLINJ,M,2024,0
4245,KILLINJ,M,2023,0
4245,KILLINJ,M,2022,3
4245,KILLINJ,M,2021,1
4245,KILLINJ,M,2020,1
4245,ROADACC,9,2024,6
4245,ROADACC,9,2023,7
4245,ROADACC,9,2022,10
4245,ROADACC,9,2021,8
4245,ROADACC,9,2020,5
4246,KILLINJ,F,2023,3
4246,KILLINJ,F,2022,6
4246,KILLINJ,F,2021,2
4246,KILLINJ,F,2020,0
4246,KILLINJ,F,2019,7
4246,KILLINJ,M,2023,0
4246,KILLINJ,M,2022,0
4246,KILLINJ,M,2021,0
4246,KILLINJ,M,2020,0
4246,KILLINJ,M,2019,0
4246,ROADACC,9,2023,2
4246,ROADACC,9,2022,5
4246,ROADACC,9,2021,1
4246,ROADACC,9,2020,0
4246,ROADACC,9,2019,3
4247,KILLINJ,F,2024,4
4247,KILLINJ,F,2023,1
4247,KILLINJ,F,2022,1
4247,KILLINJ,F,2021,0
4247,KILLINJ,F,2020,2
4247,KILLINJ,M,2024,0
4247,KILLINJ,M,2023,1
4247,KILLINJ,M,2022,0
4247,KILLINJ,M,2021,0
4247,KILLINJ,M,2020,1
4247,ROADACC,9,2024,3
4247,ROADACC,9,2023,2
4247,ROADACC,9,2022,1
4247,ROADACC,9,2021,0
4247,ROADACC,9,2020,3
4248,KILLINJ,F,2024,4
4248,KILLINJ,F,2023,1
4248,KILLINJ,F,2022,0
4248,KILLINJ,F,2021,4
4248,KILLINJ,F,2020,6
4248,KILLINJ,M,2024,2
4248,KILLINJ,M,2023,0
4248,KILLINJ,M,2022,0
4248,KILLINJ,M,2021,1
4248,KILLINJ,M,2020,0
4248,ROADACC,9,2024,4
4248,ROADACC,9,2023,1
4248,ROADACC,9,2022,0
4248,ROADACC,9,2021,3
4248,ROADACC,9,2020,4
4249,KILLINJ,F,2023,0
4249,KILLINJ,F,2022,0
4249,KILLINJ,F,2021,5
4249,KILLINJ,F,2020,0
4249,KILLINJ,F,2019,0
4249,KILLINJ,M,2023,0
4249,KILLINJ,M,2022,0
4249,KILLINJ,M,2021,0
4249,KILLINJ,M,2020,0
4249,KILLINJ,M,2019,0
4249,ROADACC,9,2023,0
4249,ROADACC,9,2022,0
4249,ROADACC,9,2021,3
4249,ROADACC,9,2020,0
4249,ROADACC,9,2019,0
4250,KILLINJ,F,2024,1
4250,KILLINJ,F,2023,0
4250,KILLINJ,F,2022,1
4250,KILLINJ,F,2021,0
4250,KILLINJ,F,2020,0
4250,KILLINJ,M,2024,0
4250,KILLINJ,M,2023,0
4250,KILLINJ,M,2022,0
4250,KILLINJ,M,2021,0
4250,KILLINJ,M,2020,0
4250,ROADACC,9,2024,1
4250,ROADACC,9,2023,0
4250,ROADACC,9,2022,1
4250,ROADACC,9,2021,0
4250,ROADACC,9,2020,0
5001,KILLINJ,F,2024,1
5001,KILLINJ,F,2023,5
5001,KILLINJ,F,2022,0
5001,KILLINJ,F,2021,5
5001,KILLINJ,F,2020,0
5001,KILLINJ,M,2024,1
5001,KILLINJ,M,2023,0
5001,KILLINJ,M,2022,1
5001,KILLINJ,M,2021,0
5001,KILLINJ,M,2020,0
5001,ROADACC,9,2024,1
5001,ROADACC,9,2023,3
5001,ROADACC,9,2022,1
5001,ROADACC,9,2021,4
5001,ROADACC,9,2020,0
5002,KILLINJ,F,2023,1
5002,KILLINJ,F,2022,0
5002,KILLINJ,F,2021,0
5002,KILLINJ,F,2020,0
5002,KILLINJ,F,2019,0
5002,KILLINJ,M,2023,0
5002,KILLINJ,M,2022,0
5002,KILLINJ,M,2021,0
5002,KILLINJ,M,2020,0
5002,KILLINJ,M,2019,0
5002,ROADACC,9,2023,1
5002,ROADACC,9,2022,0
5002,ROADACC,9,2021,0
5002,ROADACC,9,2020,0
5002,ROADACC,9,2019,0
5003,KILLINJ,F,2024,4
5003,KILLINJ,F,2023,1
5003,KILLINJ,F,2022,0
5003,KILLINJ,F,2021,0
5003,KILLINJ,F,2020,1
5003,KILLINJ,M,2024,0
5003,KILLINJ,M,2023,1
5003,KILLINJ,M,2022,0
5003,KILLINJ,M,2021,0
5003,KILLINJ,M,2020,0
5003,ROADACC,9,2024,1
5003,ROADACC,9,2023,1
5003,ROADACC,9,2022,0
5003,ROADACC,9,2021,0
5003,ROADACC,9,2020,1
5004,KILLINJ,F,2024,1
5004,KILLINJ,F,2023,0
5004,KILLINJ,F,2022,0
5004,KILLINJ,F,2021,0
5004,KILLINJ,F,2020,0
5004,KILLINJ,M,2024,0
5004,KILLINJ,M,2023,0
5004,KILLINJ,M,2022,0
5004,KILLINJ,M,2021,0
5004,KILLINJ,M,2020,0
5004,ROADACC,9,2024,1
5004,ROADACC,9,2023,0
5004,ROADACC,9,2022,0
5004,ROADACC,9,2021,0
5004,ROADACC,9,2020,0
5005,KILLINJ,F,2024,397
5005,KILLINJ,F,2023,297
5005,KILLINJ,F,2022,356
5005,KILLINJ,F,2021,334
5005,KILLINJ,F,2020,265
5005,KILLINJ,M,2024,7
5005,KILLINJ,M,2023,3
5005,KILLINJ,M,2022,4
5005,KILLINJ,M,2021,3
5005,KILLINJ,M,2020,2
5005,ROADACC,9,2024,302
5005,ROADACC,9,2023,234
5005,ROADACC,9,2022,277
5005,ROADACC,9,2021,256
5005,ROADACC,9,2020,194
5006,KILLINJ,F,2023,0
5006,KILLINJ,F,2022,0
5006,KILLINJ,F,2021,1
5006,KILLINJ,F,2020,0
5006,KILLINJ,F,2019,2
5006,KILLINJ,M,2023,0
5006,KILLINJ,M,2022,0
5006,KILLINJ,M,2021,0
5006,KILLINJ,M,2020,0
5006,KILLINJ,M,2019,0
5006,ROADACC,9,2023,0
5006,ROADACC,9,2022,0
5006,ROADACC,9,2021,1
5006,ROADACC,9,2020,0
5006,ROADACC,9,2019,1
5007,KILLINJ,F,2024,7
5007,KILLINJ,F,2023,11
5007,KILLINJ,F,2022,12
5007,KILLINJ,F,2021,1
5007,KILLINJ,F,2020,2
5007,KILLINJ,M,2024,0
5007,KILLINJ,M,2023,0
5007,KILLINJ,M,2022,0
5007,KILLINJ,M,2021,0
5007,KILLINJ,M,2020,0
5007,ROADACC,9,2024,4
5007,ROADACC,9,2023,5
5007,ROADACC,9,2022,9
5007,ROADACC,9,2021,1
5007,ROADACC,9,2020,2
5008,KILLINJ,F,2024,2
5008,KILLINJ,F,2023,0
5008,KILLINJ,F,2022,0
5008,KILLINJ,F,2021,1
5008,KILLINJ,F,2020,0
5008,KILLINJ,M,2024,0
5008,KILLINJ,M,2023,0
5008,KILLINJ,M,2022,0
5008,KILLINJ,M,2021,0
5008,KILLINJ,M,2020,0
5008,ROADACC,9,2024,2
5008,ROADACC,9,2023,0
5008,ROADACC,9,2022,0
5008,ROADACC,9,2021,1
5008,ROADACC,9,2020,0
5009,KILLINJ,F,2023,0
5009,KILLINJ,F,2022,0
5009,KILLINJ,F,2021,0
5009,KILLINJ,F,2020,0
5009,KILLINJ,F,2019,2
5009,KILLINJ,M,2023,0
5009,KILLINJ,M,2022,0
5009,KILLINJ,M,2021,0
5009,KILLINJ,M,2020,0
5009,KILLINJ,M,2019,0
5009,ROADACC,9,2023,0
5009,ROADACC,9,2022,0
5009,ROADACC,9,2021,0
5009,ROADACC,9,2020,0
5009,ROADACC,9,2019,1
5010,KILLINJ,F,2024,2
5010,KILLINJ,F,2023,6
5010,KILLINJ,F,2022,4
5010,KILLINJ,F,2021,0
5010,KILLINJ,F,2020,0
5010,KILLINJ,M,2024,0
5010,KILLINJ,M,2023,0
5010,KILLINJ,M,2022,0
5010,KILLINJ,M,2021,0
5010,KILLINJ,M,2020,0
5010,ROADACC,9,2024,2
5010,ROADACC,9,2023,2
5010,ROADACC,9,2022,1
5010,ROADACC,9,2021,0
5010,ROADACC,9,2020,0
5011,KILLINJ,F,2023,1
5011,KILLINJ,F,2022,0
5011,KILLINJ,F,2021,0
5011,KILLINJ,F,2020,0
5011,KILLINJ,F,2019,0
5011,KILLINJ,M,2023,0
5011,KILLINJ,M,2022,0
5011,KILLINJ,M,2021,0
5011,KILLINJ,M,2020,0
5011,KILLINJ,M,2019,0
5011,ROADACC,9,2023,1
5011,ROADACC,9,2022,0
5011,ROADACC,9,2021,0
5011,ROADACC,9,2020,0
5011,ROADACC,9,2019,0
5012,KILLINJ,F,2024,4
5012,KILLINJ,F,2023,2
5012,KILLINJ,F,2022,0
5012,KILLINJ,F,2021,2
5012,KILLINJ,F,2020,0
5012,KILLINJ,M,2024,0
5012,KILLINJ,M,2023,0
5012,KILLINJ,M,2022,0
5012,KILLINJ,M,2021,0
5012,KILLINJ,M,2020,1
5012,ROADACC,9,2024,1
5012,ROADACC,9,2023,1
5012,ROADACC,9,2022,0
5012,ROADACC,9,2021,2
5012,ROADACC,9,2020,1
5013,KILLINJ,F,2024,3
5013,KILLINJ,F,2023,4
5013,KILLINJ,F,2022,5
5013,KILLINJ,F,2021,0
5013,KILLINJ,F,2020,2
5013,KILLINJ,M,2024,0
5013,KILLINJ,M,2023,0
5013,KILLINJ,M,2022,0
5013,KILLINJ,M,2021,0
5013,KILLINJ,M,2020,0
5013,ROADACC,9,2024,2
5013,ROADACC,9,2023,3
5013,ROADACC,9,2022,4
5013,ROADACC,9,2021,0
5013,ROADACC,9,2020,2
5014,KILLINJ,F,2024,3
5014,KILLINJ,F,2023,2
5014,KILLINJ,F,2022,4
5014,KILLINJ,F,2021,0
5014,KILLINJ,F,2020,2
5014,KILLINJ,M,2024,0
5014,KILLINJ,M,2023,0
5014,KILLINJ,M,2022,0
5014,KILLINJ,M,2021,1
5014,KILLINJ,M,2020,0
5014,ROADACC,9,2024,3
5014,ROADACC,9,2023,1
5014,ROADACC,9,2022,3
5014,ROADACC,9,2021,1
5014,ROADACC,9,2020,2
5015,KILLINJ,F,2024,5
5015,KILLINJ,F,2023,0
5015,KILLINJ,F,2022,0
5015,KILLINJ,F,2021,5
5015,KILLINJ,F,2020,2
5015,KILLINJ,M,2024,0
5015,KILLINJ,M,2023,0
5015,KILLINJ,M,2022,0
5015,KILLINJ,M,2021,0
5015,KILLINJ,M,2020,0
5015,ROADACC,9,2024,5
5015,ROADACC,9,2023,0
5015,ROADACC,9,2022,0
5015,ROADACC,9,2021,3
5015,ROADACC,9,2020,1
5016,KILLINJ,F,2023,0
5016,KILLINJ,F,2022,2
5016,KILLINJ,F,2021,0
5016,KILLINJ,F,2020,0
5016,KILLINJ,F,2019,0
5016,KILLINJ,M,2023,0
5016,KILLINJ,M,2022,0
5016,KILLINJ,M,2021,0
5016,KILLINJ,M,2020,0
5016,KILLINJ,M,2019,0
5016,ROADACC,9,2023,0
5016,ROADACC,9,2022,2
5016,ROADACC,9,2021,0
5016,ROADACC,9,2020,0
5016,ROADACC,9,2019,0
5017,KILLINJ,F,2024,16
5017,KILLINJ,F,2023,13
5017,KILLINJ,F,2022,10
5017,KILLINJ,F,2021,24
5017,KILLINJ,F,2020,8
5017,KILLINJ,M,2024,0
5017,KILLINJ,M,2023,0
5017,KILLINJ,M,2022,0
5017,KILLINJ,M,2021,1
5017,KILLINJ,M,2020,0
5017,ROADACC,9,2024,13
5017,ROADACC,9,2023,12
5017,ROADACC,9,2022,9
5017,ROADACC,9,2021,19
5017,ROADACC,9,2020,8
5018,KILLINJ,F,2024,1
5018,KILLINJ,F,2023,0
5018,KILLINJ,F,2022,0
5018,KILLINJ,F,2021,1
5018,KILLINJ,F,2020,0
5018,KILLINJ,M,2024,0
5018,KILLINJ,M,2023,0
5018,KILLINJ,M,2022,0
5018,KILLINJ,M,2021,0
5018,KILLINJ,M,2020,0
5018,ROADACC,9,2024,1
5018,ROADACC,9,2023,0
5018,ROADACC,9,2022,0
5018,ROADACC,9,2021,1
5018,ROADACC,9,2020,0
5019,KILLINJ,F,2023,0
5019,KILLINJ,F,2022,1
5019,KILLINJ,F,2021,0
5019,KILLINJ,F,2020,0
5019,KILLINJ,F,2019,0
5019,KILLINJ,M,2023,0
5019,KILLINJ,M,2022,0
5019,KILLINJ,M,2021,0
5019,KILLINJ,M,2020,0
5019,KILLINJ,M,2019,0
5019,ROADACC,9,2023,0
5019,ROADACC,9,2022,1
5019,ROADACC,9,2021,0
5019,ROADACC,9,2020,0
5019,ROADACC,9,2019,0
5020,KILLINJ,F,2023,0
5020,KILLINJ,F,2022,0
5020,KILLINJ,F,2021,3
5020,KILLINJ,F,2020,0
5020,KILLINJ,F,2019,0
5020,KILLINJ,M,2023,0
5020,KILLINJ,M,2022,0
5020,KILLINJ,M,2021,0
5020,KILLINJ,M,2020,0
5020,KILLINJ,M,2019,0
5020,ROADACC,9,2023,0
5020,ROADACC,9,2022,0
5020,ROADACC,9,2021,2
5020,ROADACC,9,2020,0
5020,ROADACC,9,2019,0
5021,KILLINJ,F,2024,3
5021,KILLINJ,F,2023,3
5021,KILLINJ,F,2022,0
5021,KILLINJ,F,2021,1
5021,KILLINJ,F,2020,0
5021,KILLINJ,M,2024,0
5021,KILLINJ,M,2023,0
5021,KILLINJ,M,2022,0
5021,KILLINJ,M,2021,0
5021,KILLINJ,M,2020,0
5021,ROADACC,9,2024,1
5021,ROADACC,9,2023,2
5021,ROADACC,9,2022,0
5021,ROADACC,9,2021,1
5021,ROADACC,9,2020,0
5022,KILLINJ,F,2023,0
5022,KILLINJ,F,2022,0
5022,KILLINJ,F,2021,4
5022,KILLINJ,F,2020,2
5022,KILLINJ,F,2019,3
5022,KILLINJ,M,2023,0
5022,KILLINJ,M,2022,0
5022,KILLINJ,M,2021,1
5022,KILLINJ,M,2020,0
5022,KILLINJ,M,2019,0
5022,ROADACC,9,2023,0
5022,ROADACC,9,2022,0
5022,ROADACC,9,2021,4
5022,ROADACC,9,2020,2
5022,ROADACC,9,2019,3
5023,KILLINJ,F,2024,1
5023,KILLINJ,F,2023,1
5023,KILLINJ,F,2022,1
5023,KILLINJ,F,2021,1
5023,KILLINJ,F,2020,3
5023,KILLINJ,M,2024,0
5023,KILLINJ,M,2023,0
5023,KILLINJ,M,2022,0
5023,KILLINJ,M,2021,0
5023,KILLINJ,M,2020,0
5023,ROADACC,9,2024,1
5023,ROADACC,9,2023,1
5023,ROADACC,9,2022,1
5023,ROADACC,9,2021,1
5023,ROADACC,9,2020,2
5024,KILLINJ,F,2023,2
5024,KILLINJ,F,2022,0
5024,KILLINJ,F,2021,3
5024,KILLINJ,F,2020,3
5024,KILLINJ,F,2019,6
5024,KILLINJ,M,2023,0
5024,KILLINJ,M,2022,0
5024,KILLINJ,M,2021,0
5024,KILLINJ,M,2020,0
5024,KILLINJ,M,2019,0
5024,ROADACC,9,2023,2
5024,ROADACC,9,2022,0
5024,ROADACC,9,2021,2
5024,ROADACC,9,2020,1
5024,ROADACC,9,2019,5
5025,KILLINJ,F,2024,6
5025,KILLINJ,F,2023,20
5025,KILLINJ,F,2022,8
5025,KILLINJ,F,2021,1
5025,KILLINJ,F,2020,4
5025,KILLINJ,M,2024,0
5025,KILLINJ,M,2023,0
5025,KILLINJ,M,2022,0
5025,KILLINJ,M,2021,0
5025,KILLINJ,M,2020,0
5025,ROADACC,9,2024,4
5025,ROADACC,9,2023,8
5025,ROADACC,9,2022,5
5025,ROADACC,9,2021,1
5025,ROADACC,9,2020,2
5026,KILLINJ,F,2023,0
5026,KILLINJ,F,2022,0
5026,KILLINJ,F,2021,0
5026,KILLINJ,F,2020,0
5026,KILLINJ,F,2019,0
5026,KILLINJ,M,2023,0
5026,KILLINJ,M,2022,0
5026,KILLINJ,M,2021,0
5026,KILLINJ,M,2020,0
5026,KILLINJ,M,2019,0
5026,ROADACC,9,2023,0
