Codice Comune,DATA_TYPE,RESULT,Anno,OBS_VALUE
1001,KILLINJ,F,2024,5
1001,KILLINJ,F,2023,6
1001,KILLINJ,F,2022,5
1001,KILLINJ,F,2021,2
1001,KILLINJ,F,2020,4
1001,KILLINJ,M,2024,0
1001,KILLINJ,M,2023,1
1001,KILLINJ,M,2022,0
1001,KILLINJ,M,2021,0
1001,KILLINJ,M,2020,0
1001,ROADACC,9,2024,2
1001,ROADACC,9,2023,3
1001,ROADACC,9,2022,3
1001,ROADACC,9,2021,2
1001,ROADACC,9,2020,4
1002,KILLINJ,F,2024,9
1002,KILLINJ,F,2023,10
1002,KILLINJ,F,2022,5
1002,KILLINJ,F,2021,9
1002,KILLINJ,F,2020,14
1002,KILLINJ,M,2024,0
1002,KILLINJ,M,2023,1
1002,KILLINJ,M,2022,0
1002,KILLINJ,M,2021,0
1002,KILLINJ,M,2020,0
1002,ROADACC,9,2024,5
1002,ROADACC,9,2023,7
1002,ROADACC,9,2022,4
1002,ROADACC,9,2021,6
1002,ROADACC,9,2020,8
1003,KILLINJ,F,2024,2
1003,KILLINJ,F,2023,1
1003,KILLINJ,F,2022,0
1003,KILLINJ,F,2021,0
1003,KILLINJ,F,2020,0
1003,KILLINJ,M,2024,0
1003,KILLINJ,M,2023,0
1003,KILLINJ,M,2022,0
1003,KILLINJ,M,2021,0
1003,KILLINJ,M,2020,0
1003,ROADACC,9,2024,1
1003,ROADACC,9,2023,1
1003,ROADACC,9,2022,0
1003,ROADACC,9,2021,0
1003,ROADACC,9,2020,0
1004,KILLINJ,F,2024,9
1004,KILLINJ,F,2023,4
1004,KILLINJ,F,2022,4
1004,KILLINJ,F,2021,2
1004,KILLINJ,F,2020,3
1004,KILLINJ,M,2024,0
1004,KILLINJ,M,2023,0
1004,KILLINJ,M,2022,0
1004,KILLINJ,M,2021,0
1004,KILLINJ,M,2020,0
1004,ROADACC,9,2024,4
1004,ROADACC,9,2023,2
1004,ROADACC,9,2022,4
1004,ROADACC,9,2021,2
1004,ROADACC,9,2020,3
1005,KILLINJ,F,2018,0
1005,KILLINJ,F,2017,6
1005,KILLINJ,F,2016,0
1005,KILLINJ,F,2015,3
1005,KILLINJ,F,2014,2
1005,KILLINJ,M,2018,0
1005,KILLINJ,M,2017,0
1005,KILLINJ,M,2016,0
1005,KILLINJ,M,2015,0
1005,KILLINJ,M,2014,0
1005,ROADACC,9,2018,0
1005,ROADACC,9,2017,2
1005,ROADACC,9,2016,0
1005,ROADACC,9,2015,1
1005,ROADACC,9,2014,2
1006,KILLINJ,F,2024,2
1006,KILLINJ,F,2023,4
1006,KILLINJ,F,2022,8
1006,KILLINJ,F,2021,4
1006,KILLINJ,F,2020,8
1006,KILLINJ,M,2024,0
1006,KILLINJ,M,2023,0
1006,KILLINJ,M,2022,1
1006,KILLINJ,M,2021,0
1006,KILLINJ,M,2020,0
1006,ROADACC,9,2024,2
1006,ROADACC,9,2023,2
1006,ROADACC,9,2022,8
1006,ROADACC,9,2021,3
1006,ROADACC,9,2020,6
1007,KILLINJ,F,2023,2
1007,KILLINJ,F,2022,0
1007,KILLINJ,F,2021,0
1007,KILLINJ,F,2020,1
1007,KILLINJ,F,2019,0
1007,KILLINJ,M,2023,0
1007,KILLINJ,M,2022,0
1007,KILLINJ,M,2021,0
1007,KILLINJ,M,2020,0
1007,KILLINJ,M,2019,0
1007,ROADACC,9,2023,1
1007,ROADACC,9,2022,0
1007,ROADACC,9,2021,0
1007,ROADACC,9,2020,1
1007,ROADACC,9,2019,0
1008,KILLINJ,F,2024,24
1008,KILLINJ,F,2023,36
1008,KILLINJ,F,2022,31
1008,KILLINJ,F,2021,46
1008,KILLINJ,F,2020,25
1008,KILLINJ,M,2024,0
1008,KILLINJ,M,2023,1
1008,KILLINJ,M,2022,0
1008,KILLINJ,M,2021,0
1008,KILLINJ,M,2020,0
1008,ROADACC,9,2024,20
1008,ROADACC,9,2023,27
1008,ROADACC,9,2022,23
1008,ROADACC,9,2021,30
1008,ROADACC,9,2020,18
1009,KILLINJ,F,2024,3
1009,KILLINJ,F,2023,4
1009,KILLINJ,F,2022,3
1009,KILLINJ,F,2021,2
1009,KILLINJ,F,2020,1
1009,KILLINJ,M,2024,0
1009,KILLINJ,M,2023,0
1009,KILLINJ,M,2022,0
1009,KILLINJ,M,2021,0
1009,KILLINJ,M,2020,0
1009,ROADACC,9,2024,2
1009,ROADACC,9,2023,2
1009,ROADACC,9,2022,2
1009,ROADACC,9,2021,2
1009,ROADACC,9,2020,1
1010,KILLINJ,F,2024,1
1010,KILLINJ,F,2023,0
1010,KILLINJ,F,2022,0
1010,KILLINJ,F,2021,0
1010,KILLINJ,F,2020,0
1010,KILLINJ,M,2024,0
1010,KILLINJ,M,2023,0
1010,KILLINJ,M,2022,0
1010,KILLINJ,M,2021,0
1010,KILLINJ,M,2020,0
1010,ROADACC,9,2024,1
1010,ROADACC,9,2023,0
1010,ROADACC,9,2022,0
1010,ROADACC,9,2021,0
1010,ROADACC,9,2020,0
1011,KILLINJ,F,2023,0
1011,KILLINJ,F,2022,0
1011,KILLINJ,F,2021,0
1011,KILLINJ,F,2020,0
1011,KILLINJ,F,2019,0
1011,KILLINJ,M,2023,0
1011,KILLINJ,M,2022,0
1011,KILLINJ,M,2021,0
1011,KILLINJ,M,2020,0
1011,KILLINJ,M,2019,0
1011,ROADACC,9,2023,0
1011,ROADACC,9,2022,0
1011,ROADACC,9,2021,0
1011,ROADACC,9,2020,0
1011,ROADACC,9,2019,0
1012,KILLINJ,F,2024,1
1012,KILLINJ,F,2023,1
1012,KILLINJ,F,2022,6
1012,KILLINJ,F,2021,2
1012,KILLINJ,F,2020,0
1012,KILLINJ,M,2024,0
1012,KILLINJ,M,2023,0
1012,KILLINJ,M,2022,1
1012,KILLINJ,M,2021,0
1012,KILLINJ,M,2020,0
1012,ROADACC,9,2024,1
1012,ROADACC,9,2023,1
1012,ROADACC,9,2022,3
1012,ROADACC,9,2021,1
1012,ROADACC,9,2020,0
1013,KILLINJ,F,2024,47
1013,KILLINJ,F,2023,54
1013,KILLINJ,F,2022,50
1013,KILLINJ,F,2021,32
1013,KILLINJ,F,2020,39
1013,KILLINJ,M,2024,1
1013,KILLINJ,M,2023,1
1013,KILLINJ,M,2022,0
1013,KILLINJ,M,2021,0
1013,KILLINJ,M,2020,0
1013,ROADACC,9,2024,34
1013,ROADACC,9,2023,40
1013,ROADACC,9,2022,39
1013,ROADACC,9,2021,20
1013,ROADACC,9,2020,25
1014,KILLINJ,F,2024,3
1014,KILLINJ,F,2023,0
1014,KILLINJ,F,2022,1
1014,KILLINJ,F,2021,0
1014,KILLINJ,F,2020,0
1014,KILLINJ,M,2024,0
1014,KILLINJ,M,2023,0
1014,KILLINJ,M,2022,0
1014,KILLINJ,M,2021,0
1014,KILLINJ,M,2020,0
1014,ROADACC,9,2024,2
1014,ROADACC,9,2023,0
1014,ROADACC,9,2022,1
1014,ROADACC,9,2021,0
1014,ROADACC,9,2020,0
1015,KILLINJ,F,2024,2
1015,KILLINJ,F,2023,3
1015,KILLINJ,F,2022,2
1015,KILLINJ,F,2021,2
1015,KILLINJ,F,2020,2
1015,KILLINJ,M,2024,0
1015,KILLINJ,M,2023,0
1015,KILLINJ,M,2022,0
1015,KILLINJ,M,2021,0
1015,KILLINJ,M,2020,1
1015,ROADACC,9,2024,2
1015,ROADACC,9,2023,2
1015,ROADACC,9,2022,2
1015,ROADACC,9,2021,2
1015,ROADACC,9,2020,2
1016,KILLINJ,F,2024,11
1016,KILLINJ,F,2023,4
1016,KILLINJ,F,2022,3
1016,KILLINJ,F,2021,3
1016,KILLINJ,F,2020,9
1016,KILLINJ,M,2024,1
1016,KILLINJ,M,2023,0
1016,KILLINJ,M,2022,0
1016,KILLINJ,M,2021,0
1016,KILLINJ,M,2020,0
1016,ROADACC,9,2024,7
1016,ROADACC,9,2023,4
1016,ROADACC,9,2022,3
1016,ROADACC,9,2021,2
1016,ROADACC,9,2020,4
1017,KILLINJ,F,2024,3
1017,KILLINJ,F,2023,1
1017,KILLINJ,F,2022,7
1017,KILLINJ,F,2021,4
1017,KILLINJ,F,2020,0
1017,KILLINJ,M,2024,0
1017,KILLINJ,M,2023,2
1017,KILLINJ,M,2022,0
1017,KILLINJ,M,2021,0
1017,KILLINJ,M,2020,0
1017,ROADACC,9,2024,1
1017,ROADACC,9,2023,1
1017,ROADACC,9,2022,4
1017,ROADACC,9,2021,3
1017,ROADACC,9,2020,0
1018,KILLINJ,F,2024,6
1018,KILLINJ,F,2023,2
1018,KILLINJ,F,2022,4
1018,KILLINJ,F,2021,2
1018,KILLINJ,F,2020,2
1018,KILLINJ,M,2024,0
1018,KILLINJ,M,2023,0
1018,KILLINJ,M,2022,0
1018,KILLINJ,M,2021,0
1018,KILLINJ,M,2020,0
1018,ROADACC,9,2024,3
1018,ROADACC,9,2023,2
1018,ROADACC,9,2022,3
1018,ROADACC,9,2021,2
1018,ROADACC,9,2020,2
1019,KILLINJ,F,2023,0
1019,KILLINJ,F,2022,1
1019,KILLINJ,F,2021,0
1019,KILLINJ,F,2020,0
1019,KILLINJ,F,2019,0
1019,KILLINJ,M,2023,0
1019,KILLINJ,M,2022,0
1019,KILLINJ,M,2021,0
1019,KILLINJ,M,2020,0
1019,KILLINJ,M,2019,0
1019,ROADACC,9,2023,0
1019,ROADACC,9,2022,1
1019,ROADACC,9,2021,0
1019,ROADACC,9,2020,0
1019,ROADACC,9,2019,0
1020,KILLINJ,F,2024,1
1020,KILLINJ,F,2023,6
1020,KILLINJ,F,2022,3
1020,KILLINJ,F,2021,5
1020,KILLINJ,F,2020,0
1020,KILLINJ,M,2024,0
1020,KILLINJ,M,2023,0
1020,KILLINJ,M,2022,0
1020,KILLINJ,M,2021,1
1020,KILLINJ,M,2020,0
1020,ROADACC,9,2024,1
1020,ROADACC,9,2023,1
1020,ROADACC,9,2022,3
1020,ROADACC,9,2021,3
1020,ROADACC,9,2020,0
1021,KILLINJ,F,2023,2
1021,KILLINJ,F,2022,1
1021,KILLINJ,F,2021,1
1021,KILLINJ,F,2020,0
1021,KILLINJ,F,2019,0
1021,KILLINJ,M,2023,0
1021,KILLINJ,M,2022,1
1021,KILLINJ,M,2021,0
1021,KILLINJ,M,2020,0
1021,KILLINJ,M,2019,0
1021,ROADACC,9,2023,1
1021,ROADACC,9,2022,2
1021,ROADACC,9,2021,1
1021,ROADACC,9,2020,0
1021,ROADACC,9,2019,0
1022,KILLINJ,F,2024,7
1022,KILLINJ,F,2023,8
1022,KILLINJ,F,2022,3
1022,KILLINJ,F,2021,5
1022,KILLINJ,F,2020,4
1022,KILLINJ,M,2024,0
1022,KILLINJ,M,2023,0
1022,KILLINJ,M,2022,0
1022,KILLINJ,M,2021,0
1022,KILLINJ,M,2020,0
1022,ROADACC,9,2024,7
1022,ROADACC,9,2023,6
1022,ROADACC,9,2022,2
1022,ROADACC,9,2021,4
1022,ROADACC,9,2020,3
1023,KILLINJ,F,2023,1
1023,KILLINJ,F,2022,0
1023,KILLINJ,F,2021,0
1023,KILLINJ,F,2020,0
1023,KILLINJ,F,2019,5
1023,KILLINJ,M,2023,1
1023,KILLINJ,M,2022,0
1023,KILLINJ,M,2021,0
1023,KILLINJ,M,2020,0
1023,KILLINJ,M,2019,0
1023,ROADACC,9,2023,1
1023,ROADACC,9,2022,0
1023,ROADACC,9,2021,0
1023,ROADACC,9,2020,0
1023,ROADACC,9,2019,4
1024,KILLINJ,F,2024,40
1024,KILLINJ,F,2023,22
1024,KILLINJ,F,2022,43
1024,KILLINJ,F,2021,38
1024,KILLINJ,F,2020,32
1024,KILLINJ,M,2024,0
1024,KILLINJ,M,2023,0
1024,KILLINJ,M,2022,0
1024,KILLINJ,M,2021,1
1024,KILLINJ,M,2020,0
1024,ROADACC,9,2024,33
1024,ROADACC,9,2023,21
1024,ROADACC,9,2022,31
1024,ROADACC,9,2021,29
1024,ROADACC,9,2020,22
1025,KILLINJ,F,2024,2
1025,KILLINJ,F,2023,3
1025,KILLINJ,F,2022,6
1025,KILLINJ,F,2021,4
1025,KILLINJ,F,2020,0
1025,KILLINJ,M,2024,0
1025,KILLINJ,M,2023,0
1025,KILLINJ,M,2022,0
1025,KILLINJ,M,2021,0
1025,KILLINJ,M,2020,0
1025,ROADACC,9,2024,1
1025,ROADACC,9,2023,2
1025,ROADACC,9,2022,2
1025,ROADACC,9,2021,4
1025,ROADACC,9,2020,0
1026,KILLINJ,F,2023,0
1026,KILLINJ,F,2022,0
1026,KILLINJ,F,2021,0
1026,KILLINJ,F,2020,0
1026,KILLINJ,F,2019,0
1026,KILLINJ,M,2023,0
1026,KILLINJ,M,2022,0
1026,KILLINJ,M,2021,0
1026,KILLINJ,M,2020,0
1026,KILLINJ,M,2019,0
1026,ROADACC,9,2023,0
1026,ROADACC,9,2022,0
1026,ROADACC,9,2021,0
1026,ROADACC,9,2020,0
1026,ROADACC,9,2019,0
1027,KILLINJ,F,2024,6
1027,KILLINJ,F,2023,5
1027,KILLINJ,F,2022,7
1027,KILLINJ,F,2021,10
1027,KILLINJ,F,2020,5
1027,KILLINJ,M,2024,0
1027,KILLINJ,M,2023,0
1027,KILLINJ,M,2022,1
1027,KILLINJ,M,2021,0
1027,KILLINJ,M,2020,2
1027,ROADACC,9,2024,4
1027,ROADACC,9,2023,3
1027,ROADACC,9,2022,6
1027,ROADACC,9,2021,8
1027,ROADACC,9,2020,5
1028,KILLINJ,F,2024,22
1028,KILLINJ,F,2023,17
1028,KILLINJ,F,2022,25
1028,KILLINJ,F,2021,25
1028,KILLINJ,F,2020,12
1028,KILLINJ,M,2024,1
1028,KILLINJ,M,2023,0
1028,KILLINJ,M,2022,0
1028,KILLINJ,M,2021,1
1028,KILLINJ,M,2020,0
1028,ROADACC,9,2024,14
1028,ROADACC,9,2023,11
1028,ROADACC,9,2022,17
1028,ROADACC,9,2021,22
1028,ROADACC,9,2020,11
1029,KILLINJ,F,2023,0
1029,KILLINJ,F,2022,0
1029,KILLINJ,F,2021,0
1029,KILLINJ,F,2020,0
1029,KILLINJ,F,2019,0
1029,KILLINJ,M,2023,0
1029,KILLINJ,M,2022,0
1029,KILLINJ,M,2021,0
1029,KILLINJ,M,2020,0
1029,KILLINJ,M,2019,0
1029,ROADACC,9,2023,0
1029,ROADACC,9,2022,0
1029,ROADACC,9,2021,0
1029,ROADACC,9,2020,0
1029,ROADACC,9,2019,0
1030,KILLINJ,F,2024,9
1030,KILLINJ,F,2023,13
1030,KILLINJ,F,2022,3
1030,KILLINJ,F,2021,5
1030,KILLINJ,F,2020,5
1030,KILLINJ,M,2024,0
1030,KILLINJ,M,2023,1
1030,KILLINJ,M,2022,0
1030,KILLINJ,M,2021,0
1030,KILLINJ,M,2020,1
1030,ROADACC,9,2024,6
1030,ROADACC,9,2023,7
1030,ROADACC,9,2022,3
1030,ROADACC,9,2021,4
1030,ROADACC,9,2020,6
1031,KILLINJ,F,2024,3
1031,KILLINJ,F,2023,0
1031,KILLINJ,F,2022,0
1031,KILLINJ,F,2021,0
1031,KILLINJ,F,2020,0
1031,KILLINJ,M,2024,0
1031,KILLINJ,M,2023,0
1031,KILLINJ,M,2022,0
1031,KILLINJ,M,2021,0
1031,KILLINJ,M,2020,0
1031,ROADACC,9,2024,1
1031,ROADACC,9,2023,0
1031,ROADACC,9,2022,0
1031,ROADACC,9,2021,0
1031,ROADACC,9,2020,0
1032,KILLINJ,F,2024,5
1032,KILLINJ,F,2023,2
1032,KILLINJ,F,2022,6
1032,KILLINJ,F,2021,7
1032,KILLINJ,F,2020,3
1032,KILLINJ,M,2024,0
1032,KILLINJ,M,2023,0
1032,KILLINJ,M,2022,1
1032,KILLINJ,M,2021,0
1032,KILLINJ,M,2020,0
1032,ROADACC,9,2024,3
1032,ROADACC,9,2023,2
1032,ROADACC,9,2022,6
1032,ROADACC,9,2021,6
1032,ROADACC,9,2020,3
1033,KILLINJ,F,2024,2
1033,KILLINJ,F,2023,1
1033,KILLINJ,F,2022,7
1033,KILLINJ,F,2021,5
1033,KILLINJ,F,2020,3
1033,KILLINJ,M,2024,1
1033,KILLINJ,M,2023,0
1033,KILLINJ,M,2022,0
1033,KILLINJ,M,2021,0
1033,KILLINJ,M,2020,0
1033,ROADACC,9,2024,3
1033,ROADACC,9,2023,1
1033,ROADACC,9,2022,3
1033,ROADACC,9,2021,3
1033,ROADACC,9,2020,2
1034,KILLINJ,F,2024,10
1034,KILLINJ,F,2023,17
1034,KILLINJ,F,2022,14
1034,KILLINJ,F,2021,21
1034,KILLINJ,F,2020,5
1034,KILLINJ,M,2024,0
1034,KILLINJ,M,2023,0
1034,KILLINJ,M,2022,0
1034,KILLINJ,M,2021,0
1034,KILLINJ,M,2020,0
1034,ROADACC,9,2024,5
1034,ROADACC,9,2023,7
1034,ROADACC,9,2022,9
1034,ROADACC,9,2021,15
1034,ROADACC,9,2020,3
1035,KILLINJ,F,2024,9
1035,KILLINJ,F,2023,13
1035,KILLINJ,F,2022,7
1035,KILLINJ,F,2021,11
1035,KILLINJ,F,2020,9
1035,KILLINJ,M,2024,0
1035,KILLINJ,M,2023,1
1035,KILLINJ,M,2022,0
1035,KILLINJ,M,2021,0
1035,KILLINJ,M,2020,1
1035,ROADACC,9,2024,6
1035,ROADACC,9,2023,8
1035,ROADACC,9,2022,6
1035,ROADACC,9,2021,7
1035,ROADACC,9,2020,3
1036,KILLINJ,F,2023,0
1036,KILLINJ,F,2022,0
1036,KILLINJ,F,2021,0
1036,KILLINJ,F,2020,0
1036,KILLINJ,F,2019,0
1036,KILLINJ,M,2023,0
1036,KILLINJ,M,2022,0
1036,KILLINJ,M,2021,0
1036,KILLINJ,M,2020,0
1036,KILLINJ,M,2019,0
1036,ROADACC,9,2023,0
1036,ROADACC,9,2022,0
1036,ROADACC,9,2021,0
1036,ROADACC,9,2020,0
1036,ROADACC,9,2019,0
1037,KILLINJ,F,2023,1
1037,KILLINJ,F,2022,1
1037,KILLINJ,F,2021,0
1037,KILLINJ,F,2020,0
1037,KILLINJ,F,2019,2
1037,KILLINJ,M,2023,0
1037,KILLINJ,M,2022,0
1037,KILLINJ,M,2021,0
1037,KILLINJ,M,2020,0
1037,KILLINJ,M,2019,0
1037,ROADACC,9,2023,1
1037,ROADACC,9,2022,1
1037,ROADACC,9,2021,0
1037,ROADACC,9,2020,0
1037,ROADACC,9,2019,1
1038,KILLINJ,F,2024,10
1038,KILLINJ,F,2023,13
1038,KILLINJ,F,2022,10
1038,KILLINJ,F,2021,9
1038,KILLINJ,F,2020,4
1038,KILLINJ,M,2024,0
1038,KILLINJ,M,2023,0
1038,KILLINJ,M,2022,0
1038,KILLINJ,M,2021,0
1038,KILLINJ,M,2020,0
1038,ROADACC,9,2024,8
1038,ROADACC,9,2023,12
1038,ROADACC,9,2022,8
1038,ROADACC,9,2021,9
1038,ROADACC,9,2020,3
1039,KILLINJ,F,2024,3
1039,KILLINJ,F,2023,0
1039,KILLINJ,F,2022,3
1039,KILLINJ,F,2021,4
1039,KILLINJ,F,2020,0
1039,KILLINJ,M,2024,0
1039,KILLINJ,M,2023,0
1039,KILLINJ,M,2022,1
1039,KILLINJ,M,2021,0
1039,KILLINJ,M,2020,0
1039,ROADACC,9,2024,2
1039,ROADACC,9,2023,0
1039,ROADACC,9,2022,3
1039,ROADACC,9,2021,1
1039,ROADACC,9,2020,0
1040,KILLINJ,F,2024,3
1040,KILLINJ,F,2023,16
1040,KILLINJ,F,2022,5
1040,KILLINJ,F,2021,2
1040,KILLINJ,F,2020,5
1040,KILLINJ,M,2024,0
1040,KILLINJ,M,2023,0
1040,KILLINJ,M,2022,2
1040,KILLINJ,M,2021,0
1040,KILLINJ,M,2020,2
1040,ROADACC,9,2024,2
1040,ROADACC,9,2023,4
1040,ROADACC,9,2022,3
1040,ROADACC,9,2021,2
1040,ROADACC,9,2020,3
1041,KILLINJ,F,2024,15
1041,KILLINJ,F,2023,5
1041,KILLINJ,F,2022,13
1041,KILLINJ,F,2021,1
1041,KILLINJ,F,2020,2
1041,KILLINJ,M,2024,0
1041,KILLINJ,M,2023,1
1041,KILLINJ,M,2022,0
1041,KILLINJ,M,2021,0
1041,KILLINJ,M,2020,0
1041,ROADACC,9,2024,4
1041,ROADACC,9,2023,3
1041,ROADACC,9,2022,6
1041,ROADACC,9,2021,1
1041,ROADACC,9,2020,2
1042,KILLINJ,F,2023,0
1042,KILLINJ,F,2022,2
1042,KILLINJ,F,2021,0
1042,KILLINJ,F,2020,2
1042,KILLINJ,F,2019,2
1042,KILLINJ,M,2023,0
1042,KILLINJ,M,2022,0
1042,KILLINJ,M,2021,1
1042,KILLINJ,M,2020,0
1042,KILLINJ,M,2019,0
1042,ROADACC,9,2023,0
1042,ROADACC,9,2022,2
1042,ROADACC,9,2021,1
1042,ROADACC,9,2020,1
1042,ROADACC,9,2019,1
1043,KILLINJ,F,2024,2
1043,KILLINJ,F,2023,4
1043,KILLINJ,F,2022,4
1043,KILLINJ,F,2021,9
1043,KILLINJ,F,2020,2
1043,KILLINJ,M,2024,1
1043,KILLINJ,M,2023,0
1043,KILLINJ,M,2022,0
1043,KILLINJ,M,2021,0
1043,KILLINJ,M,2020,0
1043,ROADACC,9,2024,2
1043,ROADACC,9,2023,3
1043,ROADACC,9,2022,4
1043,ROADACC,9,2021,4
1043,ROADACC,9,2020,1
1044,KILLINJ,F,2024,16
1044,KILLINJ,F,2023,16
1044,KILLINJ,F,2022,9
1044,KILLINJ,F,2021,4
1044,KILLINJ,F,2020,14
1044,KILLINJ,M,2024,0
1044,KILLINJ,M,2023,0
1044,KILLINJ,M,2022,0
1044,KILLINJ,M,2021,0
1044,KILLINJ,M,2020,1
1044,ROADACC,9,2024,9
1044,ROADACC,9,2023,13
1044,ROADACC,9,2022,4
1044,ROADACC,9,2021,3
1044,ROADACC,9,2020,11
1045,KILLINJ,F,2024,4
1045,KILLINJ,F,2023,7
1045,KILLINJ,F,2022,2
1045,KILLINJ,F,2021,1
1045,KILLINJ,F,2020,2
1045,KILLINJ,M,2024,0
1045,KILLINJ,M,2023,0
1045,KILLINJ,M,2022,0
1045,KILLINJ,M,2021,0
1045,KILLINJ,M,2020,0
1045,ROADACC,9,2024,3
1045,ROADACC,9,2023,3
1045,ROADACC,9,2022,2
1045,ROADACC,9,2021,1
1045,ROADACC,9,2020,2
1046,KILLINJ,F,2024,11
1046,KILLINJ,F,2023,13
1046,KILLINJ,F,2022,13
1046,KILLINJ,F,2021,6
1046,KILLINJ,F,2020,9
1046,KILLINJ,M,2024,0
1046,KILLINJ,M,2023,0
1046,KILLINJ,M,2022,0
1046,KILLINJ,M,2021,0
1046,KILLINJ,M,2020,1
1046,ROADACC,9,2024,4
1046,ROADACC,9,2023,8
1046,ROADACC,9,2022,8
1046,ROADACC,9,2021,4
1046,ROADACC,9,2020,7
1047,KILLINJ,F,2024,8
1047,KILLINJ,F,2023,6
1047,KILLINJ,F,2022,13
1047,KILLINJ,F,2021,18
1047,KILLINJ,F,2020,13
1047,KILLINJ,M,2024,0
1047,KILLINJ,M,2023,0
1047,KILLINJ,M,2022,1
1047,KILLINJ,M,2021,0
1047,KILLINJ,M,2020,3
1047,ROADACC,9,2024,8
1047,ROADACC,9,2023,5
1047,ROADACC,9,2022,11
1047,ROADACC,9,2021,13
1047,ROADACC,9,2020,9
1048,KILLINJ,F,2024,6
1048,KILLINJ,F,2023,17
1048,KILLINJ,F,2022,12
1048,KILLINJ,F,2021,16
1048,KILLINJ,F,2020,5
1048,KILLINJ,M,2024,0
1048,KILLINJ,M,2023,0
1048,KILLINJ,M,2022,1
1048,KILLINJ,M,2021,0
1048,KILLINJ,M,2020,1
1048,ROADACC,9,2024,5
1048,ROADACC,9,2023,9
1048,ROADACC,9,2022,9
1048,ROADACC,9,2021,9
1048,ROADACC,9,2020,4
1049,KILLINJ,F,2023,4
1049,KILLINJ,F,2022,3
1049,KILLINJ,F,2021,0
1049,KILLINJ,F,2020,1
1049,KILLINJ,F,2019,1
1049,KILLINJ,M,2023,0
1049,KILLINJ,M,2022,0
1049,KILLINJ,M,2021,0
1049,KILLINJ,M,2020,0
1049,KILLINJ,M,2019,0
1049,ROADACC,9,2023,2
1049,ROADACC,9,2022,2
1049,ROADACC,9,2021,0
1049,ROADACC,9,2020,1
1049,ROADACC,9,2019,1
1050,KILLINJ,F,2024,2
1050,KILLINJ,F,2023,6
1050,KILLINJ,F,2022,4
1050,KILLINJ,F,2021,1
1050,KILLINJ,F,2020,1
1050,KILLINJ,M,2024,0
1050,KILLINJ,M,2023,1
1050,KILLINJ,M,2022,0
1050,KILLINJ,M,2021,0
1050,KILLINJ,M,2020,1
1050,ROADACC,9,2024,2
1050,ROADACC,9,2023,4
1050,ROADACC,9,2022,4
1050,ROADACC,9,2021,1
1050,ROADACC,9,2020,2
1051,KILLINJ,F,2024,12
1051,KILLINJ,F,2023,9
1051,KILLINJ,F,2022,8
1051,KILLINJ,F,2021,10
1051,KILLINJ,F,2020,8
1051,KILLINJ,M,2024,0
1051,KILLINJ,M,2023,0
1051,KILLINJ,M,2022,0
1051,KILLINJ,M,2021,0
1051,KILLINJ,M,2020,0
1051,ROADACC,9,2024,6
1051,ROADACC,9,2023,4
1051,ROADACC,9,2022,6
1051,ROADACC,9,2021,7
1051,ROADACC,9,2020,3
1052,KILLINJ,F,2023,1
1052,KILLINJ,F,2022,0
1052,KILLINJ,F,2021,0
1052,KILLINJ,F,2020,0
1052,KILLINJ,F,2019,0
1052,KILLINJ,M,2023,0
1052,KILLINJ,M,2022,0
1052,KILLINJ,M,2021,0
1052,KILLINJ,M,2020,0
1052,KILLINJ,M,2019,0
1052,ROADACC,9,2023,1
1052,ROADACC,9,2022,0
1052,ROADACC,9,2021,0
1052,ROADACC,9,2020,0
1052,ROADACC,9,2019,0
1053,KILLINJ,F,2023,1
1053,KILLINJ,F,2022,0
1053,KILLINJ,F,2021,2
1053,KILLINJ,F,2020,0
1053,KILLINJ,F,2019,0
1053,KILLINJ,M,2023,0
1053,KILLINJ,M,2022,0
1053,KILLINJ,M,2021,1
1053,KILLINJ,M,2020,0
1053,KILLINJ,M,2019,0
1053,ROADACC,9,2023,1
1053,ROADACC,9,2022,0
1053,ROADACC,9,2021,3
1053,ROADACC,9,2020,0
1053,ROADACC,9,2019,0
1054,KILLINJ,F,2024,2
1054,KILLINJ,F,2023,5
1054,KILLINJ,F,2022,3
1054,KILLINJ,F,2021,0
1054,KILLINJ,F,2020,0
1054,KILLINJ,M,2024,0
1054,KILLINJ,M,2023,0
1054,KILLINJ,M,2022,0
1054,KILLINJ,M,2021,0
1054,KILLINJ,M,2020,0
1054,ROADACC,9,2024,2
1054,ROADACC,9,2023,3
1054,ROADACC,9,2022,2
1054,ROADACC,9,2021,0
1054,ROADACC,9,2020,0
1055,KILLINJ,F,2024,5
1055,KILLINJ,F,2023,11
1055,KILLINJ,F,2022,4
1055,KILLINJ,F,2021,2
1055,KILLINJ,F,2020,5
1055,KILLINJ,M,2024,0
1055,KILLINJ,M,2023,0
1055,KILLINJ,M,2022,0
1055,KILLINJ,M,2021,2
1055,KILLINJ,M,2020,0
1055,ROADACC,9,2024,3
1055,ROADACC,9,2023,6
1055,ROADACC,9,2022,4
1055,ROADACC,9,2021,2
1055,ROADACC,9,2020,4
1056,KILLINJ,F,2023,0
1056,KILLINJ,F,2022,0
1056,KILLINJ,F,2021,1
1056,KILLINJ,F,2020,5
1056,KILLINJ,F,2019,4
1056,KILLINJ,M,2023,0
1056,KILLINJ,M,2022,0
1056,KILLINJ,M,2021,0
1056,KILLINJ,M,2020,0
1056,KILLINJ,M,2019,0
1056,ROADACC,9,2023,0
1056,ROADACC,9,2022,0
